alpha,N_species,w,leading_eigenvalue,extinction_counter,attempt_counter
-1.375000,100.000000,0.150000,-0.710412,0.000000,1.000000
-1.125000,10.000000,0.600000,-0.531436,0.000000,1.000000
-1.125000,10.000000,0.650000,-0.509305,0.000000,1.000000
-1.125000,10.000000,1.000000,-0.380706,0.000000,1.000000
-1.125000,10.000000,0.900000,-0.413093,0.000000,1.000000
-1.125000,10.000000,0.800000,-0.448798,0.000000,1.000000
-1.375000,100.000000,0.950000,-0.016969,0.000000,1.000000
-1.125000,10.000000,0.950000,-0.396506,0.000000,1.000000
-1.375000,100.000000,0.250000,-0.456820,0.000000,1.000000
-1.125000,10.000000,0.450000,-0.602237,0.000000,1.000000
-1.125000,10.000000,0.700000,-0.490413,0.000000,1.000000
-1.125000,25.000000,0.050000,-0.861815,0.000000,1.000000
-1.125000,25.000000,0.000000,-0.896877,0.000000,1.000000
-1.125000,25.000000,0.200000,-0.724407,0.000000,1.000000
-1.125000,25.000000,0.150000,-0.764029,0.000000,1.000000
-1.125000,25.000000,0.100000,-0.805493,0.000000,1.000000
-1.125000,25.000000,0.250000,-0.658063,0.000000,1.000000
-1.125000,25.000000,0.300000,-0.617649,0.000000,1.000000
-1.125000,25.000000,0.400000,-0.545938,0.000000,1.000000
-1.125000,25.000000,0.350000,-0.586962,0.000000,1.000000
-1.125000,25.000000,0.450000,-0.509545,0.000000,1.000000
-1.125000,25.000000,0.500000,-0.476368,0.000000,1.000000
-1.125000,25.000000,0.550000,-0.397298,0.000000,1.000000
-1.125000,25.000000,0.750000,-0.346771,0.000000,1.000000
-1.125000,25.000000,0.700000,-0.368633,0.000000,1.000000
-1.125000,25.000000,0.600000,-0.418031,0.000000,1.000000
-1.125000,25.000000,0.800000,-0.309069,0.000000,1.000000
-1.125000,25.000000,0.850000,-0.225391,0.000000,1.000000
-1.125000,25.000000,0.900000,-0.304368,0.000000,1.000000
-1.125000,25.000000,1.000000,-0.200270,0.000000,1.000000
-1.125000,25.000000,0.950000,-0.215254,0.000000,1.000000
-1.125000,25.000000,0.650000,-0.392325,0.000000,1.000000
-1.125000,50.000000,0.000000,-1.090328,0.000000,1.000000
-1.125000,50.000000,0.050000,-0.959493,0.000000,1.000000
-1.125000,50.000000,0.100000,-0.855409,0.000000,1.000000
-1.125000,50.000000,0.150000,-0.741082,0.000000,1.000000
-1.125000,50.000000,0.200000,-0.651459,0.000000,1.000000
-1.125000,50.000000,0.250000,-0.562546,0.000000,1.000000
-1.125000,50.000000,0.350000,-0.397829,0.000000,1.000000
-1.125000,50.000000,0.300000,-0.467552,0.000000,1.000000
-1.125000,50.000000,1.000000,-0.058598,0.000000,1.000000
-1.125000,50.000000,0.550000,-0.215695,0.000000,1.000000
-1.125000,50.000000,0.450000,-0.341285,0.000000,1.000000
-1.125000,50.000000,0.950000,-0.116953,0.000000,1.000000
-1.125000,50.000000,0.700000,-0.138914,0.000000,1.000000
-1.125000,50.000000,0.600000,-0.241276,0.000000,1.000000
-1.125000,50.000000,0.900000,-0.128904,0.000000,1.000000
-1.125000,50.000000,0.500000,-0.250452,0.000000,1.000000
-1.125000,50.000000,0.750000,-0.182593,0.000000,1.000000
-1.125000,50.000000,0.800000,-0.157530,0.000000,1.000000
-1.125000,50.000000,0.650000,-0.216140,0.000000,1.000000
-1.125000,50.000000,0.850000,-0.142358,0.000000,1.000000
-0.875000,10.000000,0.000000,-0.827918,0.000000,1.000000
-1.125000,50.000000,0.400000,-0.392573,0.000000,1.000000
-0.875000,10.000000,0.050000,-0.815314,0.000000,1.000000
-1.125000,100.000000,0.700000,-0.026934,0.000000,1.000000
-1.125000,100.000000,0.800000,-0.004661,0.000000,1.000000
-1.125000,100.000000,0.000000,-1.284746,0.000000,1.000000
-1.125000,100.000000,0.050000,-1.077398,0.000000,1.000000
-1.125000,100.000000,0.150000,-0.664017,0.000000,1.000000
-1.125000,100.000000,0.650000,-0.041901,0.000000,1.000000
-1.125000,100.000000,0.500000,-0.109704,0.000000,1.000000
-1.125000,100.000000,0.300000,-0.334761,0.000000,1.000000
-1.125000,100.000000,0.450000,-0.173172,0.000000,1.000000
-1.125000,100.000000,0.850000,-0.005334,0.000000,1.000000
-1.125000,100.000000,0.950000,-0.013007,0.000000,1.000000
-1.125000,100.000000,0.250000,-0.408516,0.000000,1.000000
-1.125000,100.000000,0.550000,-0.115301,0.000000,1.000000
-1.125000,100.000000,0.600000,-0.060137,0.000000,1.000000
-1.125000,100.000000,0.100000,-0.847928,0.000000,1.000000
-1.125000,100.000000,0.350000,-0.216564,0.000000,1.000000
-1.125000,100.000000,0.400000,-0.238073,0.000000,1.000000
-1.125000,100.000000,0.200000,-0.517546,0.000000,1.000000
-1.125000,100.000000,0.750000,-0.014650,0.000000,1.000000
-0.875000,10.000000,0.200000,-0.759003,0.000000,1.000000
-0.875000,10.000000,0.250000,-0.739317,0.000000,1.000000
-1.125000,100.000000,0.900000,-0.000000,0.000000,1.000000
-0.875000,10.000000,0.100000,-0.793651,0.000000,1.000000
-0.875000,10.000000,0.300000,-0.720022,0.000000,1.000000
-0.875000,10.000000,0.150000,-0.777719,0.000000,1.000000
-0.875000,10.000000,0.350000,-0.697302,0.000000,1.000000
-0.875000,10.000000,0.450000,-0.646095,0.000000,1.000000
-0.875000,10.000000,0.500000,-0.628417,0.000000,1.000000
-0.875000,10.000000,0.400000,-0.664493,0.000000,1.000000
-0.875000,10.000000,0.650000,-0.579330,0.000000,1.000000
-0.875000,10.000000,0.750000,-0.547595,0.000000,1.000000
-0.875000,10.000000,0.550000,-0.611423,0.000000,1.000000
-0.875000,10.000000,0.800000,-0.543391,0.000000,1.000000
-0.875000,10.000000,0.900000,-0.470688,0.000000,1.000000
-0.875000,10.000000,0.700000,-0.563923,0.000000,1.000000
-0.875000,10.000000,0.850000,-0.490513,0.000000,1.000000
-0.875000,10.000000,1.000000,-0.464617,0.000000,1.000000
-0.875000,10.000000,0.950000,-0.478475,0.000000,1.000000
-0.875000,10.000000,0.600000,-0.593339,0.000000,1.000000
-0.875000,25.000000,0.000000,-0.924901,0.000000,1.000000
-0.875000,25.000000,0.050000,-0.876053,0.000000,1.000000
-0.875000,25.000000,0.100000,-0.832637,0.000000,1.000000
-0.875000,25.000000,0.250000,-0.673604,0.000000,1.000000
-0.875000,25.000000,0.200000,-0.701501,0.000000,1.000000
-0.875000,25.000000,0.350000,-0.589886,0.000000,1.000000
-0.875000,25.000000,0.300000,-0.632504,0.000000,1.000000
-0.875000,25.000000,0.400000,-0.554543,0.000000,1.000000
-0.875000,25.000000,0.450000,-0.523756,0.000000,1.000000
-0.875000,25.000000,0.550000,-0.409814,0.000000,1.000000
-0.875000,25.000000,0.700000,-0.327181,0.000000,1.000000
-0.875000,25.000000,0.600000,-0.379709,0.000000,1.000000
-0.875000,25.000000,0.650000,-0.412757,0.000000,1.000000
-0.875000,25.000000,0.850000,-0.314367,0.000000,1.000000
-0.875000,25.000000,0.500000,-0.492476,0.000000,1.000000
-0.875000,25.000000,0.800000,-0.349862,0.000000,1.000000
-0.875000,25.000000,0.750000,-0.304240,0.000000,1.000000
-0.875000,25.000000,0.150000,-0.777066,0.000000,1.000000
-0.875000,25.000000,0.950000,-0.229940,0.000000,1.000000
-0.875000,25.000000,1.000000,-0.214949,0.000000,1.000000
-0.875000,25.000000,0.900000,-0.246227,0.000000,1.000000
-0.875000,50.000000,0.050000,-0.945185,0.000000,1.000000
-0.875000,50.000000,0.100000,-0.840057,0.000000,1.000000
-0.875000,50.000000,0.150000,-0.742455,0.000000,1.000000
-0.875000,50.000000,0.200000,-0.651338,0.000000,1.000000
-0.875000,50.000000,1.000000,-0.038359,0.000000,1.000000
-0.875000,50.000000,0.300000,-0.504908,0.000000,1.000000
-0.875000,50.000000,0.500000,-0.313970,0.000000,1.000000
-0.875000,50.000000,0.350000,-0.391131,0.000000,1.000000
-0.875000,50.000000,0.450000,-0.351177,0.000000,1.000000
-0.875000,50.000000,0.000000,-1.058630,0.000000,1.000000
-0.875000,50.000000,0.250000,-0.586102,0.000000,1.000000
-0.875000,50.000000,0.850000,-0.075038,0.000000,1.000000
-0.875000,50.000000,0.550000,-0.210679,0.000000,1.000000
-0.875000,50.000000,0.950000,-0.103108,0.000000,1.000000
-0.875000,50.000000,0.400000,-0.394444,0.000000,1.000000
-0.875000,50.000000,0.700000,-0.129398,0.000000,1.000000
-0.875000,50.000000,0.750000,-0.108845,0.000000,1.000000
-0.875000,50.000000,0.800000,-0.168289,0.000000,1.000000
-0.875000,50.000000,0.600000,-0.279051,0.000000,1.000000
-0.875000,50.000000,0.900000,-0.129145,0.000000,1.000000
-0.875000,50.000000,0.650000,-0.152887,0.000000,1.000000
-1.125000,100.000000,1.000000,-0.012441,1.000000,2.000000
-0.875000,100.000000,0.000000,-1.233745,0.000000,1.000000
-0.875000,100.000000,0.100000,-0.792488,0.000000,1.000000
-0.875000,100.000000,0.200000,-0.475715,0.000000,1.000000
-0.875000,100.000000,0.050000,-1.008320,0.000000,1.000000
-0.875000,100.000000,0.300000,-0.299826,0.000000,1.000000
-0.875000,100.000000,0.250000,-0.378631,0.000000,1.000000
-0.875000,100.000000,0.150000,-0.615593,0.000000,1.000000
-0.875000,100.000000,0.350000,-0.241075,0.000000,1.000000
-0.625000,10.000000,0.000000,-0.872048,0.000000,1.000000
-0.625000,10.000000,0.050000,-0.850067,0.000000,1.000000
-0.625000,10.000000,0.100000,-0.833830,0.000000,1.000000
-0.875000,100.000000,0.400000,-0.228426,0.000000,1.000000
-0.875000,100.000000,0.450000,-0.190946,0.000000,1.000000
-0.875000,100.000000,0.500000,-0.160352,0.000000,1.000000
-0.875000,100.000000,0.550000,-0.135124,0.000000,1.000000
-0.875000,100.000000,0.700000,-0.097289,0.000000,1.000000
-0.875000,100.000000,0.650000,-0.096551,0.000000,1.000000
-0.625000,10.000000,0.150000,-0.808729,0.000000,1.000000
-0.875000,100.000000,0.600000,-0.114138,0.000000,1.000000
-0.875000,100.000000,0.750000,-0.076543,0.000000,1.000000
-0.875000,100.000000,0.800000,-0.058422,0.000000,1.000000
-0.875000,100.000000,0.950000,-0.000000,0.000000,1.000000
-0.625000,10.000000,0.250000,-0.778802,0.000000,1.000000
-0.625000,10.000000,0.200000,-0.783324,0.000000,1.000000
-0.625000,10.000000,0.400000,-0.715546,0.000000,1.000000
-0.625000,10.000000,0.300000,-0.752825,0.000000,1.000000
-0.875000,100.000000,0.900000,-0.000029,0.000000,1.000000
-0.625000,10.000000,0.500000,-0.679793,0.000000,1.000000
-0.625000,10.000000,0.550000,-0.662993,0.000000,1.000000
-0.625000,10.000000,0.450000,-0.697273,0.000000,1.000000
-0.625000,10.000000,0.700000,-0.596163,0.000000,1.000000
-0.625000,10.000000,0.750000,-0.578167,0.000000,1.000000
-0.625000,10.000000,0.800000,-0.588004,0.000000,1.000000
-0.625000,10.000000,0.650000,-0.645513,0.000000,1.000000
-0.625000,10.000000,0.850000,-0.490045,0.000000,1.000000
-0.625000,10.000000,0.600000,-0.633827,0.000000,1.000000
-0.625000,10.000000,0.900000,-0.561667,0.000000,1.000000
-0.625000,10.000000,0.950000,-0.549179,0.000000,1.000000
-0.875000,100.000000,0.850000,-0.045027,0.000000,1.000000
-0.625000,10.000000,1.000000,-0.537115,0.000000,1.000000
-0.625000,10.000000,0.350000,-0.737285,0.000000,1.000000
-0.625000,25.000000,0.000000,-0.940143,0.000000,1.000000
-0.625000,25.000000,0.100000,-0.845710,0.000000,1.000000
-0.625000,25.000000,0.050000,-0.881708,0.000000,1.000000
-0.625000,25.000000,0.150000,-0.794312,0.000000,1.000000
-0.625000,25.000000,0.200000,-0.742693,0.000000,1.000000
-0.625000,25.000000,0.250000,-0.704615,0.000000,1.000000
-0.625000,25.000000,0.550000,-0.486715,0.000000,1.000000
-0.625000,25.000000,0.350000,-0.613171,0.000000,1.000000
-0.625000,25.000000,0.700000,-0.432814,0.000000,1.000000
-0.625000,25.000000,0.450000,-0.541125,0.000000,1.000000
-0.625000,25.000000,0.650000,-0.401318,0.000000,1.000000
-0.625000,25.000000,0.800000,-0.377100,0.000000,1.000000
-0.625000,25.000000,0.300000,-0.639783,0.000000,1.000000
-0.625000,25.000000,0.500000,-0.458617,0.000000,1.000000
-0.625000,25.000000,0.400000,-0.593736,0.000000,1.000000
-0.625000,25.000000,0.750000,-0.395784,0.000000,1.000000
-0.625000,25.000000,0.600000,-0.461215,0.000000,1.000000
-0.625000,25.000000,0.850000,-0.374326,0.000000,1.000000
-0.625000,25.000000,0.900000,-0.324006,0.000000,1.000000
-0.625000,25.000000,0.950000,-0.314638,0.000000,1.000000
-0.625000,25.000000,1.000000,-0.314621,0.000000,1.000000
-0.625000,50.000000,0.000000,-1.043228,0.000000,1.000000
-0.625000,50.000000,0.100000,-0.815858,0.000000,1.000000
-0.625000,50.000000,0.150000,-0.727336,0.000000,1.000000
-0.625000,50.000000,0.200000,-0.614197,0.000000,1.000000
-0.625000,50.000000,0.250000,-0.533708,0.000000,1.000000
-0.625000,50.000000,0.050000,-0.925311,0.000000,1.000000
-0.625000,50.000000,0.300000,-0.489784,0.000000,1.000000
-0.625000,50.000000,0.350000,-0.410185,0.000000,1.000000
-0.625000,50.000000,0.400000,-0.362214,0.000000,1.000000
-0.625000,50.000000,0.450000,-0.336205,0.000000,1.000000
-0.625000,50.000000,0.500000,-0.355392,0.000000,1.000000
-0.625000,50.000000,0.550000,-0.251645,0.000000,1.000000
-0.625000,50.000000,0.600000,-0.285636,0.000000,1.000000
-0.625000,50.000000,0.700000,-0.242133,0.000000,1.000000
-0.625000,50.000000,0.650000,-0.262631,0.000000,1.000000
-0.625000,50.000000,0.750000,-0.223795,0.000000,1.000000
-0.625000,50.000000,0.800000,-0.218034,0.000000,1.000000
-0.625000,50.000000,0.850000,-0.191028,0.000000,1.000000
-0.625000,50.000000,0.950000,-0.163707,0.000000,1.000000
-0.625000,50.000000,0.900000,-0.168964,0.000000,1.000000
-0.625000,50.000000,1.000000,-0.105960,0.000000,1.000000
-0.875000,100.000000,1.000000,-0.051966,1.000000,2.000000
-0.625000,100.000000,0.050000,-0.947010,0.000000,1.000000
-0.625000,100.000000,0.200000,-0.483695,0.000000,1.000000
-0.625000,100.000000,0.000000,-1.167279,0.000000,1.000000
-0.625000,100.000000,0.250000,-0.366942,0.000000,1.000000
-0.625000,100.000000,0.150000,-0.599162,0.000000,1.000000
-0.625000,100.000000,0.100000,-0.745254,0.000000,1.000000
-0.625000,100.000000,0.300000,-0.333031,0.000000,1.000000
-0.375000,10.000000,0.000000,-0.913220,0.000000,1.000000
-0.625000,100.000000,0.500000,-0.179171,0.000000,1.000000
-0.625000,100.000000,0.450000,-0.214954,0.000000,1.000000
-0.625000,100.000000,0.350000,-0.293627,0.000000,1.000000
-0.375000,10.000000,0.150000,-0.859290,0.000000,1.000000
-0.625000,100.000000,0.650000,-0.118018,0.000000,1.000000
-0.625000,100.000000,0.600000,-0.140681,0.000000,1.000000
-0.375000,10.000000,0.050000,-0.901888,0.000000,1.000000
-0.375000,10.000000,0.200000,-0.844541,0.000000,1.000000
-0.375000,10.000000,0.250000,-0.812815,0.000000,1.000000
-0.375000,10.000000,0.400000,-0.749678,0.000000,1.000000
-0.375000,10.000000,0.350000,-0.771347,0.000000,1.000000
-0.375000,10.000000,0.450000,-0.709872,0.000000,1.000000
-0.625000,100.000000,0.900000,-0.018077,0.000000,1.000000
-0.625000,100.000000,0.400000,-0.250293,0.000000,1.000000
-0.375000,10.000000,0.100000,-0.874982,0.000000,1.000000
-0.625000,100.000000,0.550000,-0.156337,0.000000,1.000000
-0.375000,10.000000,0.500000,-0.687103,0.000000,1.000000
-0.625000,100.000000,0.700000,-0.076484,0.000000,1.000000
-0.625000,100.000000,0.750000,-0.095440,0.000000,1.000000
-0.625000,100.000000,0.850000,-0.073854,0.000000,1.000000
-0.625000,100.000000,0.800000,-0.083722,0.000000,1.000000
-0.375000,10.000000,0.300000,-0.795415,0.000000,1.000000
-0.375000,10.000000,0.650000,-0.690023,0.000000,1.000000
-0.375000,10.000000,0.800000,-0.595464,0.000000,1.000000
-0.375000,10.000000,0.600000,-0.694284,0.000000,1.000000
-0.375000,10.000000,0.750000,-0.612200,0.000000,1.000000
-0.375000,10.000000,0.850000,-0.591353,0.000000,1.000000
-0.625000,100.000000,0.950000,-0.057583,0.000000,1.000000
-0.375000,10.000000,0.550000,-0.685635,0.000000,1.000000
-0.375000,10.000000,0.700000,-0.638286,0.000000,1.000000
-0.625000,100.000000,1.000000,-0.056123,0.000000,1.000000
-0.375000,10.000000,0.900000,-0.560862,0.000000,1.000000
-0.375000,10.000000,0.950000,-0.604893,0.000000,1.000000
-0.375000,10.000000,1.000000,-0.534122,0.000000,1.000000
-0.375000,25.000000,0.000000,-0.948403,0.000000,1.000000
-0.375000,25.000000,0.250000,-0.696378,0.000000,1.000000
-0.375000,25.000000,0.300000,-0.661024,0.000000,1.000000
-0.375000,25.000000,0.200000,-0.741140,0.000000,1.000000
-0.375000,25.000000,0.050000,-0.896693,0.000000,1.000000
-0.375000,25.000000,0.100000,-0.840462,0.000000,1.000000
-0.375000,25.000000,0.150000,-0.790302,0.000000,1.000000
-0.375000,25.000000,0.350000,-0.618232,0.000000,1.000000
-0.375000,25.000000,0.400000,-0.584004,0.000000,1.000000
-0.375000,25.000000,0.450000,-0.548452,0.000000,1.000000
-0.375000,25.000000,0.500000,-0.520239,0.000000,1.000000
-0.375000,25.000000,0.550000,-0.471295,0.000000,1.000000
-0.375000,25.000000,0.600000,-0.429464,0.000000,1.000000
-0.375000,25.000000,0.700000,-0.378818,0.000000,1.000000
-0.375000,25.000000,0.750000,-0.356265,0.000000,1.000000
-0.375000,25.000000,0.900000,-0.297722,0.000000,1.000000
-0.375000,25.000000,0.850000,-0.315857,0.000000,1.000000
-0.375000,25.000000,0.650000,-0.403154,0.000000,1.000000
-0.375000,25.000000,0.950000,-0.302558,0.000000,1.000000
-0.375000,25.000000,0.800000,-0.361466,0.000000,1.000000
-0.375000,25.000000,1.000000,-0.304507,0.000000,1.000000
-0.375000,50.000000,0.000000,-1.009140,0.000000,1.000000
-0.375000,50.000000,0.100000,-0.790670,0.000000,1.000000
-0.375000,50.000000,0.200000,-0.630447,0.000000,1.000000
-0.375000,50.000000,0.150000,-0.704148,0.000000,1.000000
-0.375000,50.000000,0.250000,-0.550986,0.000000,1.000000
-0.375000,50.000000,0.350000,-0.453730,0.000000,1.000000
-0.375000,50.000000,0.050000,-0.899462,0.000000,1.000000
-0.375000,50.000000,0.300000,-0.501904,0.000000,1.000000
-0.375000,50.000000,0.600000,-0.260128,0.000000,1.000000
-0.375000,50.000000,0.450000,-0.375078,0.000000,1.000000
-0.375000,50.000000,0.550000,-0.286717,0.000000,1.000000
-0.375000,50.000000,0.750000,-0.195212,0.000000,1.000000
-0.375000,50.000000,0.700000,-0.215220,0.000000,1.000000
-0.375000,50.000000,0.650000,-0.236010,0.000000,1.000000
-0.375000,50.000000,0.850000,-0.162268,0.000000,1.000000
-0.375000,50.000000,0.800000,-0.209178,0.000000,1.000000
-0.375000,50.000000,0.500000,-0.316901,0.000000,1.000000
-0.375000,50.000000,0.950000,-0.166826,0.000000,1.000000
-0.375000,50.000000,0.900000,-0.148146,0.000000,1.000000
-0.375000,50.000000,1.000000,-0.134796,0.000000,1.000000
-0.375000,50.000000,0.400000,-0.355378,0.000000,1.000000
-0.125000,10.000000,0.000000,-0.949774,0.000000,1.000000
-0.375000,100.000000,0.000000,-1.092618,0.000000,1.000000
-0.375000,100.000000,0.700000,-0.024134,0.000000,1.000000
-0.375000,100.000000,0.750000,-0.047547,0.000000,1.000000
-0.375000,100.000000,0.600000,-0.139176,0.000000,1.000000
-0.375000,100.000000,0.500000,-0.086389,0.000000,1.000000
-0.375000,100.000000,0.850000,-0.000003,0.000000,1.000000
-0.375000,100.000000,0.400000,-0.195902,0.000000,1.000000
-0.375000,100.000000,0.550000,-0.148546,0.000000,1.000000
-0.375000,100.000000,0.100000,-0.698819,0.000000,1.000000
-0.375000,100.000000,0.250000,-0.391455,0.000000,1.000000
-0.375000,100.000000,0.450000,-0.202049,0.000000,1.000000
-0.375000,100.000000,0.350000,-0.236592,0.000000,1.000000
-0.375000,100.000000,0.900000,-0.046338,0.000000,1.000000
-0.375000,100.000000,0.650000,-0.109169,0.000000,1.000000
-0.375000,100.000000,1.000000,-0.048042,0.000000,1.000000
-0.375000,100.000000,0.950000,-0.010819,0.000000,1.000000
-0.375000,100.000000,0.050000,-0.869819,0.000000,1.000000
-0.375000,100.000000,0.200000,-0.419423,0.000000,1.000000
-0.375000,100.000000,0.800000,-0.066970,0.000000,1.000000
-0.375000,100.000000,0.300000,-0.328038,0.000000,1.000000
-0.125000,10.000000,0.150000,-0.875850,0.000000,1.000000
-0.125000,10.000000,0.100000,-0.917534,0.000000,1.000000
-0.125000,10.000000,0.200000,-0.875006,0.000000,1.000000
-0.125000,10.000000,0.300000,-0.801857,0.000000,1.000000
-0.125000,10.000000,0.250000,-0.854534,0.000000,1.000000
-0.375000,100.000000,0.150000,-0.572287,0.000000,1.000000
-0.125000,10.000000,0.050000,-0.941363,0.000000,1.000000
-0.125000,10.000000,0.350000,-0.814960,0.000000,1.000000
-0.125000,10.000000,0.450000,-0.777339,0.000000,1.000000
-0.125000,10.000000,0.400000,-0.795895,0.000000,1.000000
-0.125000,10.000000,0.500000,-0.764657,0.000000,1.000000
-0.125000,10.000000,0.600000,-0.691361,0.000000,1.000000
-0.125000,10.000000,0.650000,-0.643751,0.000000,1.000000
-0.125000,10.000000,0.750000,-0.608113,0.000000,1.000000
-0.125000,10.000000,0.700000,-0.625608,0.000000,1.000000
-0.125000,10.000000,0.550000,-0.705779,0.000000,1.000000
-0.125000,10.000000,0.800000,-0.591234,0.000000,1.000000
-0.125000,10.000000,0.900000,-0.559209,0.000000,1.000000
-0.125000,10.000000,0.850000,-0.574942,0.000000,1.000000
-0.125000,10.000000,0.950000,-0.557984,0.000000,1.000000
-0.125000,10.000000,1.000000,-0.559490,0.000000,1.000000
-0.125000,25.000000,0.000000,-0.955822,0.000000,1.000000
-0.125000,25.000000,0.050000,-0.901900,0.000000,1.000000
-0.125000,25.000000,0.100000,-0.846469,0.000000,1.000000
-0.125000,25.000000,0.200000,-0.771177,0.000000,1.000000
-0.125000,25.000000,0.150000,-0.779799,0.000000,1.000000
-0.125000,25.000000,0.500000,-0.522121,0.000000,1.000000
-0.125000,25.000000,0.400000,-0.584920,0.000000,1.000000
-0.125000,25.000000,0.300000,-0.658243,0.000000,1.000000
-0.125000,25.000000,0.650000,-0.489095,0.000000,1.000000
-0.125000,25.000000,0.450000,-0.565121,0.000000,1.000000
-0.125000,25.000000,0.600000,-0.483236,0.000000,1.000000
-0.125000,25.000000,0.700000,-0.437386,0.000000,1.000000
-0.125000,25.000000,0.250000,-0.704607,0.000000,1.000000
-0.125000,25.000000,0.750000,-0.416641,0.000000,1.000000
-0.125000,25.000000,0.950000,-0.345563,0.000000,1.000000
-0.125000,25.000000,0.850000,-0.412064,0.000000,1.000000
-0.125000,25.000000,0.350000,-0.620097,0.000000,1.000000
-0.125000,25.000000,0.800000,-0.378195,0.000000,1.000000
-0.125000,25.000000,0.900000,-0.341024,0.000000,1.000000
-0.125000,25.000000,1.000000,-0.326113,0.000000,1.000000
-0.125000,25.000000,0.550000,-0.536313,0.000000,1.000000
-0.125000,50.000000,0.000000,-0.972796,0.000000,1.000000
-0.125000,50.000000,0.050000,-0.864552,0.000000,1.000000
-0.125000,50.000000,0.100000,-0.777267,0.000000,1.000000
-0.125000,50.000000,0.150000,-0.671586,0.000000,1.000000
-0.125000,50.000000,0.200000,-0.547307,0.000000,1.000000
-0.125000,50.000000,0.350000,-0.440095,0.000000,1.000000
-0.125000,50.000000,0.500000,-0.348923,0.000000,1.000000
-0.125000,50.000000,0.450000,-0.321536,0.000000,1.000000
-0.125000,50.000000,0.600000,-0.230414,0.000000,1.000000
-0.125000,50.000000,0.300000,-0.453625,0.000000,1.000000
-0.125000,50.000000,0.800000,-0.180601,0.000000,1.000000
-0.125000,50.000000,0.550000,-0.288814,0.000000,1.000000
-0.125000,50.000000,0.750000,-0.164816,0.000000,1.000000
-0.125000,50.000000,0.700000,-0.184495,0.000000,1.000000
-0.125000,50.000000,0.650000,-0.162622,0.000000,1.000000
-0.125000,50.000000,0.900000,-0.076347,0.000000,1.000000
-0.125000,50.000000,0.400000,-0.316323,0.000000,1.000000
-0.125000,50.000000,0.850000,-0.090255,0.000000,1.000000
-0.125000,50.000000,0.250000,-0.541293,0.000000,1.000000
-0.125000,50.000000,0.950000,-0.112431,0.000000,1.000000
-0.125000,100.000000,0.000000,-0.995527,0.000000,1.000000
-0.125000,100.000000,0.050000,-0.788179,0.000000,1.000000
-0.125000,100.000000,0.100000,-0.652446,0.000000,1.000000
-0.125000,100.000000,0.200000,-0.347914,0.000000,1.000000
-0.125000,100.000000,0.150000,-0.537295,0.000000,1.000000
-0.125000,100.000000,0.250000,-0.371151,0.000000,1.000000
-0.125000,100.000000,0.350000,-0.266280,0.000000,1.000000
-0.125000,100.000000,0.300000,-0.224640,0.000000,1.000000
0.125000,10.000000,0.000000,-0.984725,0.000000,1.000000
-0.125000,100.000000,0.450000,-0.194768,0.000000,1.000000
-0.125000,100.000000,0.500000,-0.167061,0.000000,1.000000
-0.125000,100.000000,0.400000,-0.227394,0.000000,1.000000
-0.125000,100.000000,0.550000,-0.113907,0.000000,1.000000
0.125000,10.000000,0.050000,-0.951616,0.000000,1.000000
-0.125000,100.000000,0.650000,-0.120320,0.000000,1.000000
0.125000,10.000000,0.100000,-0.945347,0.000000,1.000000
-0.125000,100.000000,1.000000,-0.037188,0.000000,1.000000
-0.125000,100.000000,0.950000,-0.057058,0.000000,1.000000
-0.125000,100.000000,0.700000,-0.106137,0.000000,1.000000
0.125000,10.000000,0.150000,-0.928437,0.000000,1.000000
-0.125000,100.000000,0.600000,-0.133609,0.000000,1.000000
0.125000,10.000000,0.200000,-0.916924,0.000000,1.000000
0.125000,10.000000,0.300000,-0.869197,0.000000,1.000000
0.125000,10.000000,0.450000,-0.829569,0.000000,1.000000
0.125000,10.000000,0.350000,-0.849990,0.000000,1.000000
0.125000,10.000000,0.550000,-0.756322,0.000000,1.000000
0.125000,10.000000,0.400000,-0.831535,0.000000,1.000000
0.125000,10.000000,0.700000,-0.706009,0.000000,1.000000
0.125000,10.000000,0.600000,-0.739011,0.000000,1.000000
0.125000,10.000000,0.500000,-0.774210,0.000000,1.000000
0.125000,10.000000,0.800000,-0.726216,0.000000,1.000000
0.125000,10.000000,0.250000,-0.851153,0.000000,1.000000
0.125000,10.000000,0.750000,-0.684384,0.000000,1.000000
0.125000,10.000000,0.900000,-0.676205,0.000000,1.000000
0.125000,10.000000,0.950000,-0.663014,0.000000,1.000000
0.125000,10.000000,0.650000,-0.689231,0.000000,1.000000
0.125000,10.000000,0.850000,-0.689765,0.000000,1.000000
0.125000,25.000000,0.000000,-0.960765,0.000000,1.000000
0.125000,25.000000,0.100000,-0.856271,0.000000,1.000000
0.125000,10.000000,1.000000,-0.667463,0.000000,1.000000
-0.125000,100.000000,0.900000,-0.064661,0.000000,1.000000
0.125000,25.000000,0.050000,-0.899382,0.000000,1.000000
0.125000,25.000000,0.200000,-0.761014,0.000000,1.000000
0.125000,25.000000,0.300000,-0.686118,0.000000,1.000000
0.125000,25.000000,0.250000,-0.735927,0.000000,1.000000
0.125000,25.000000,0.400000,-0.621950,0.000000,1.000000
0.125000,25.000000,0.350000,-0.678483,0.000000,1.000000
0.125000,25.000000,0.450000,-0.592955,0.000000,1.000000
0.125000,25.000000,0.550000,-0.480350,0.000000,1.000000
