alpha,N_species,w,leading_eigenvalue,extinction_counter,attempt_counter
0.125000,25.000000,0.650000,-0.494564,0.000000,1.000000
0.125000,25.000000,0.600000,-0.499474,0.000000,1.000000
0.125000,25.000000,0.150000,-0.821060,0.000000,1.000000
0.125000,25.000000,0.500000,-0.544230,0.000000,1.000000
0.125000,25.000000,0.750000,-0.466802,0.000000,1.000000
0.125000,25.000000,0.850000,-0.431222,0.000000,1.000000
0.125000,25.000000,0.800000,-0.448492,0.000000,1.000000
0.125000,25.000000,1.000000,-0.361477,0.000000,1.000000
0.125000,25.000000,0.900000,-0.414908,0.000000,1.000000
0.125000,25.000000,0.700000,-0.473599,0.000000,1.000000
0.125000,50.000000,0.000000,-0.920469,0.000000,1.000000
0.125000,50.000000,0.050000,-0.821697,0.000000,1.000000
0.125000,25.000000,0.950000,-0.359914,0.000000,1.000000
0.125000,50.000000,0.100000,-0.746702,0.000000,1.000000
0.125000,50.000000,0.200000,-0.602972,0.000000,1.000000
0.125000,50.000000,0.250000,-0.538961,0.000000,1.000000
0.125000,50.000000,0.300000,-0.485059,0.000000,1.000000
0.125000,50.000000,0.350000,-0.390840,0.000000,1.000000
0.125000,50.000000,0.150000,-0.669092,0.000000,1.000000
0.125000,50.000000,0.400000,-0.345407,0.000000,1.000000
0.125000,50.000000,0.450000,-0.360973,0.000000,1.000000
-0.125000,50.000000,1.000000,-0.089676,0.000000,1.000000
0.125000,50.000000,0.550000,-0.299294,0.000000,1.000000
0.125000,50.000000,0.600000,-0.280890,0.000000,1.000000
0.125000,50.000000,0.650000,-0.282133,0.000000,1.000000
0.125000,50.000000,0.750000,-0.220647,0.000000,1.000000
0.125000,50.000000,0.700000,-0.202576,0.000000,1.000000
0.125000,50.000000,0.850000,-0.144168,0.000000,1.000000
0.125000,50.000000,0.900000,-0.127524,0.000000,1.000000
0.125000,50.000000,0.800000,-0.231321,0.000000,1.000000
0.125000,100.000000,0.000000,-0.885688,0.000000,1.000000
0.125000,100.000000,0.600000,-0.010565,0.000000,1.000000
0.125000,100.000000,0.650000,-0.000016,0.000000,1.000000
0.125000,100.000000,0.050000,-0.679640,0.000000,1.000000
0.125000,100.000000,0.250000,-0.242224,0.000000,1.000000
0.125000,100.000000,0.100000,-0.566798,0.000000,1.000000
0.125000,100.000000,0.450000,-0.164924,0.000000,1.000000
0.125000,100.000000,0.350000,-0.228438,0.000000,1.000000
0.125000,100.000000,0.500000,-0.170139,0.000000,1.000000
0.125000,100.000000,0.400000,-0.193636,0.000000,1.000000
0.125000,100.000000,0.300000,-0.270312,0.000000,1.000000
0.125000,100.000000,0.150000,-0.398990,0.000000,1.000000
0.125000,100.000000,0.200000,-0.385344,0.000000,1.000000
0.125000,100.000000,0.550000,-0.117791,0.000000,1.000000
0.125000,100.000000,0.700000,-0.055391,0.000000,1.000000
0.375000,10.000000,0.000000,-1.022236,0.000000,1.000000
0.375000,10.000000,0.050000,-1.001755,0.000000,1.000000
0.375000,10.000000,0.200000,-0.949187,0.000000,1.000000
0.375000,10.000000,0.150000,-0.942041,0.000000,1.000000
0.375000,10.000000,0.100000,-0.973911,0.000000,1.000000
0.375000,10.000000,0.250000,-0.899340,0.000000,1.000000
0.375000,10.000000,0.350000,-0.859321,0.000000,1.000000
0.375000,10.000000,0.300000,-0.861557,0.000000,1.000000
0.375000,10.000000,0.550000,-0.799358,0.000000,1.000000
0.375000,10.000000,0.500000,-0.829783,0.000000,1.000000
0.375000,10.000000,0.450000,-0.887754,0.000000,1.000000
0.375000,10.000000,0.650000,-0.765947,0.000000,1.000000
0.375000,10.000000,0.400000,-0.856422,0.000000,1.000000
0.375000,10.000000,0.600000,-0.782435,0.000000,1.000000
0.125000,100.000000,0.950000,-0.023840,0.000000,1.000000
0.375000,10.000000,0.750000,-0.734215,0.000000,1.000000
0.375000,10.000000,0.700000,-0.764909,0.000000,1.000000
0.125000,100.000000,0.900000,-0.069848,0.000000,1.000000
-0.125000,100.000000,0.850000,-0.073201,0.000000,1.000000
0.375000,10.000000,0.800000,-0.706390,0.000000,1.000000
0.375000,10.000000,0.850000,-0.758546,0.000000,1.000000
0.375000,10.000000,0.900000,-0.698856,0.000000,1.000000
0.375000,10.000000,1.000000,-0.640286,0.000000,1.000000
0.375000,10.000000,0.950000,-0.684084,0.000000,1.000000
0.375000,25.000000,0.000000,-0.958213,0.000000,1.000000
0.125000,100.000000,1.000000,-0.060644,0.000000,1.000000
0.375000,25.000000,0.050000,-0.903154,0.000000,1.000000
0.375000,25.000000,0.100000,-0.853401,0.000000,1.000000
0.375000,25.000000,0.200000,-0.747706,0.000000,1.000000
0.375000,25.000000,0.250000,-0.717104,0.000000,1.000000
0.375000,25.000000,0.150000,-0.806230,0.000000,1.000000
0.375000,25.000000,0.300000,-0.693006,0.000000,1.000000
0.375000,25.000000,0.350000,-0.669373,0.000000,1.000000
0.375000,25.000000,0.450000,-0.563890,0.000000,1.000000
0.375000,25.000000,0.400000,-0.629803,0.000000,1.000000
0.375000,25.000000,0.500000,-0.596855,0.000000,1.000000
0.375000,25.000000,0.550000,-0.542912,0.000000,1.000000
0.375000,25.000000,0.650000,-0.499874,0.000000,1.000000
0.375000,25.000000,0.600000,-0.522221,0.000000,1.000000
0.375000,25.000000,0.700000,-0.478854,0.000000,1.000000
0.375000,25.000000,0.750000,-0.483732,0.000000,1.000000
0.375000,25.000000,0.850000,-0.433369,0.000000,1.000000
0.375000,25.000000,0.900000,-0.414999,0.000000,1.000000
0.375000,25.000000,0.950000,-0.397406,0.000000,1.000000
0.375000,25.000000,0.800000,-0.467822,0.000000,1.000000
0.375000,25.000000,1.000000,-0.380537,0.000000,1.000000
0.375000,50.000000,0.100000,-0.713545,0.000000,1.000000
0.375000,50.000000,0.050000,-0.782852,0.000000,1.000000
0.375000,50.000000,0.000000,-0.874238,0.000000,1.000000
0.375000,50.000000,0.200000,-0.589558,0.000000,1.000000
0.375000,50.000000,0.250000,-0.539403,0.000000,1.000000
0.375000,50.000000,0.350000,-0.456118,0.000000,1.000000
0.375000,50.000000,0.150000,-0.620234,0.000000,1.000000
0.375000,50.000000,0.300000,-0.481171,0.000000,1.000000
0.375000,50.000000,0.400000,-0.421197,0.000000,1.000000
0.375000,50.000000,0.550000,-0.336421,0.000000,1.000000
0.375000,50.000000,0.500000,-0.361722,0.000000,1.000000
0.375000,50.000000,0.450000,-0.431155,0.000000,1.000000
0.375000,50.000000,0.700000,-0.202796,0.000000,1.000000
0.375000,50.000000,0.750000,-0.228008,0.000000,1.000000
0.375000,50.000000,0.600000,-0.287552,0.000000,1.000000
0.375000,50.000000,0.850000,-0.168798,0.000000,1.000000
0.375000,50.000000,0.800000,-0.211019,0.000000,1.000000
0.375000,50.000000,0.650000,-0.266598,0.000000,1.000000
0.125000,100.000000,0.750000,-0.002802,1.000000,2.000000
0.375000,50.000000,1.000000,-0.161134,0.000000,1.000000
0.375000,50.000000,0.950000,-0.156411,0.000000,1.000000
0.375000,50.000000,0.900000,-0.128074,0.000000,1.000000
0.125000,100.000000,0.800000,-0.000000,1.000000,2.000000
0.375000,100.000000,0.000000,-0.774822,0.000000,1.000000
0.375000,100.000000,0.150000,-0.378054,0.000000,1.000000
0.375000,100.000000,0.050000,-0.633117,0.000000,1.000000
0.375000,100.000000,0.100000,-0.470275,0.000000,1.000000
0.375000,100.000000,0.200000,-0.307309,0.000000,1.000000
0.375000,100.000000,0.250000,-0.348670,0.000000,1.000000
0.375000,100.000000,0.350000,-0.222267,0.000000,1.000000
0.375000,100.000000,0.300000,-0.291179,0.000000,1.000000
-0.125000,100.000000,0.800000,-0.093063,0.000000,1.000000
0.375000,100.000000,0.400000,-0.150479,0.000000,1.000000
0.375000,100.000000,0.450000,-0.145040,0.000000,1.000000
0.625000,10.000000,0.050000,-1.031369,0.000000,1.000000
0.625000,10.000000,0.000000,-1.043199,0.000000,1.000000
0.375000,100.000000,0.500000,-0.144663,0.000000,1.000000
0.625000,10.000000,0.100000,-0.977225,0.000000,1.000000
0.625000,10.000000,0.150000,-0.981881,0.000000,1.000000
0.375000,100.000000,0.550000,-0.139280,0.000000,1.000000
0.375000,100.000000,0.600000,-0.113094,0.000000,1.000000
0.375000,100.000000,0.750000,-0.051386,0.000000,1.000000
0.375000,100.000000,0.700000,-0.135110,0.000000,1.000000
0.375000,100.000000,0.800000,-0.039737,0.000000,1.000000
0.375000,100.000000,0.650000,-0.078679,0.000000,1.000000
0.625000,10.000000,0.200000,-0.954179,0.000000,1.000000
0.625000,10.000000,0.250000,-0.934751,0.000000,1.000000
0.375000,100.000000,0.850000,-0.000017,0.000000,1.000000
0.375000,100.000000,0.950000,-0.032151,0.000000,1.000000
0.625000,10.000000,0.350000,-0.894219,0.000000,1.000000
0.625000,10.000000,0.300000,-0.914170,0.000000,1.000000
0.375000,100.000000,0.900000,-0.062159,0.000000,1.000000
0.375000,100.000000,1.000000,-0.002913,0.000000,1.000000
0.625000,10.000000,0.400000,-0.927581,0.000000,1.000000
-0.125000,100.000000,0.750000,-0.093734,0.000000,1.000000
0.625000,10.000000,0.450000,-0.882091,0.000000,1.000000
0.625000,10.000000,0.600000,-0.834689,0.000000,1.000000
0.625000,10.000000,0.550000,-0.848900,0.000000,1.000000
0.625000,10.000000,0.500000,-0.865273,0.000000,1.000000
0.625000,10.000000,0.700000,-0.781423,0.000000,1.000000
0.625000,10.000000,0.800000,-0.788013,0.000000,1.000000
0.625000,10.000000,0.850000,-0.735569,0.000000,1.000000
0.625000,10.000000,1.000000,-0.680529,0.000000,1.000000
0.625000,10.000000,0.900000,-0.720997,0.000000,1.000000
0.625000,10.000000,0.650000,-0.817414,0.000000,1.000000
0.625000,10.000000,0.950000,-0.706762,0.000000,1.000000
0.625000,10.000000,0.750000,-0.801710,0.000000,1.000000
0.625000,25.000000,0.000000,-0.942600,0.000000,1.000000
0.625000,25.000000,0.050000,-0.899374,0.000000,1.000000
0.625000,25.000000,0.100000,-0.854430,0.000000,1.000000
0.625000,25.000000,0.150000,-0.812718,0.000000,1.000000
0.625000,25.000000,0.200000,-0.761202,0.000000,1.000000
0.625000,25.000000,0.250000,-0.771160,0.000000,1.000000
0.625000,25.000000,0.300000,-0.695274,0.000000,1.000000
0.625000,25.000000,0.350000,-0.658779,0.000000,1.000000
0.625000,25.000000,0.500000,-0.578547,0.000000,1.000000
0.625000,25.000000,0.450000,-0.605106,0.000000,1.000000
0.625000,25.000000,0.400000,-0.600646,0.000000,1.000000
0.625000,25.000000,0.550000,-0.582039,0.000000,1.000000
0.625000,25.000000,0.650000,-0.552327,0.000000,1.000000
0.625000,25.000000,0.600000,-0.534277,0.000000,1.000000
0.625000,25.000000,0.750000,-0.498654,0.000000,1.000000
0.625000,25.000000,0.700000,-0.553138,0.000000,1.000000
0.625000,25.000000,0.800000,-0.448347,0.000000,1.000000
0.625000,25.000000,0.850000,-0.429121,0.000000,1.000000
0.625000,25.000000,0.950000,-0.393087,0.000000,1.000000
0.625000,25.000000,0.900000,-0.411020,0.000000,1.000000
0.625000,25.000000,1.000000,-0.376172,0.000000,1.000000
0.125000,100.000000,0.850000,-0.003530,2.000000,3.000000
0.625000,50.000000,0.000000,-0.800128,0.000000,1.000000
0.625000,50.000000,0.050000,-0.726935,0.000000,1.000000
0.125000,50.000000,1.000000,-0.156775,0.000000,1.000000
0.625000,50.000000,0.100000,-0.660212,0.000000,1.000000
0.625000,50.000000,0.250000,-0.533894,0.000000,1.000000
0.625000,50.000000,0.150000,-0.607529,0.000000,1.000000
0.625000,50.000000,0.300000,-0.444550,0.000000,1.000000
0.625000,50.000000,0.400000,-0.391763,0.000000,1.000000
0.625000,50.000000,0.450000,-0.361727,0.000000,1.000000
0.625000,50.000000,0.350000,-0.437287,0.000000,1.000000
0.625000,50.000000,0.500000,-0.382791,0.000000,1.000000
0.625000,50.000000,0.200000,-0.589205,0.000000,1.000000
0.625000,50.000000,0.600000,-0.309769,0.000000,1.000000
0.625000,50.000000,0.650000,-0.328918,0.000000,1.000000
0.625000,50.000000,0.550000,-0.301168,0.000000,1.000000
0.625000,50.000000,0.750000,-0.290771,0.000000,1.000000
0.625000,50.000000,0.700000,-0.210205,0.000000,1.000000
0.625000,50.000000,0.900000,-0.217607,0.000000,1.000000
0.625000,50.000000,0.850000,-0.235264,0.000000,1.000000
0.625000,50.000000,0.800000,-0.273648,0.000000,1.000000
0.625000,50.000000,0.950000,-0.103028,0.000000,1.000000
0.625000,50.000000,1.000000,-0.217400,0.000000,1.000000
0.625000,100.000000,0.050000,-0.540834,0.000000,1.000000
0.625000,100.000000,0.100000,-0.454479,0.000000,1.000000
0.625000,100.000000,0.150000,-0.406069,0.000000,1.000000
0.625000,100.000000,0.000000,-0.661243,0.000000,1.000000
0.875000,10.000000,0.000000,-1.085459,0.000000,1.000000
0.875000,10.000000,0.100000,-1.049326,0.000000,1.000000
0.875000,10.000000,0.050000,-1.032695,0.000000,1.000000
0.875000,10.000000,0.150000,-0.988983,0.000000,1.000000
0.625000,100.000000,0.250000,-0.287327,0.000000,1.000000
0.875000,10.000000,0.200000,-0.920306,0.000000,1.000000
0.875000,10.000000,0.250000,-0.943112,0.000000,1.000000
0.625000,100.000000,0.200000,-0.385884,0.000000,1.000000
0.875000,10.000000,0.450000,-0.831359,0.000000,1.000000
0.875000,10.000000,0.300000,-0.921002,0.000000,1.000000
0.875000,10.000000,0.400000,-0.967720,0.000000,1.000000
0.875000,10.000000,0.350000,-0.924025,0.000000,1.000000
0.625000,100.000000,0.300000,-0.225917,0.000000,1.000000
0.625000,100.000000,0.450000,-0.144938,0.000000,1.000000
0.625000,100.000000,0.400000,-0.167931,0.000000,1.000000
0.875000,10.000000,0.500000,-0.899303,0.000000,1.000000
0.625000,100.000000,0.850000,-0.001233,0.000000,1.000000
0.625000,100.000000,0.350000,-0.144132,0.000000,1.000000
0.625000,100.000000,0.500000,-0.155919,0.000000,1.000000
0.875000,10.000000,0.550000,-0.923534,0.000000,1.000000
0.625000,100.000000,0.600000,-0.119199,0.000000,1.000000
0.625000,100.000000,0.800000,-0.064660,0.000000,1.000000
0.875000,10.000000,0.600000,-0.883195,0.000000,1.000000
0.625000,100.000000,0.550000,-0.095696,0.000000,1.000000
0.625000,100.000000,0.700000,-0.089367,0.000000,1.000000
0.625000,100.000000,0.650000,-0.093058,0.000000,1.000000
0.625000,100.000000,0.750000,-0.055844,0.000000,1.000000
0.875000,10.000000,0.650000,-0.723043,0.000000,1.000000
0.875000,10.000000,0.700000,-0.703205,0.000000,1.000000
0.875000,10.000000,0.750000,-0.683844,0.000000,1.000000
0.875000,10.000000,0.800000,-0.725484,0.000000,1.000000
0.125000,50.000000,0.500000,-0.328491,0.000000,1.000000
0.875000,10.000000,0.850000,-0.646478,0.000000,1.000000
0.875000,10.000000,0.900000,-0.662849,0.000000,1.000000
0.875000,10.000000,0.950000,-0.751707,0.000000,1.000000
0.875000,10.000000,1.000000,-0.776302,0.000000,1.000000
0.875000,25.000000,0.000000,-0.953679,0.000000,1.000000
0.875000,25.000000,0.100000,-0.844240,0.000000,1.000000
0.875000,25.000000,0.250000,-0.727698,0.000000,1.000000
0.875000,25.000000,0.050000,-0.875031,0.000000,1.000000
0.875000,25.000000,0.200000,-0.775563,0.000000,1.000000
0.875000,25.000000,0.150000,-0.805915,0.000000,1.000000
0.875000,25.000000,0.300000,-0.719637,0.000000,1.000000
0.875000,25.000000,0.350000,-0.675817,0.000000,1.000000
0.875000,25.000000,0.400000,-0.666575,0.000000,1.000000
0.875000,25.000000,0.450000,-0.638096,0.000000,1.000000
0.875000,25.000000,0.600000,-0.576344,0.000000,1.000000
0.875000,25.000000,0.550000,-0.574347,0.000000,1.000000
0.875000,25.000000,0.500000,-0.633723,0.000000,1.000000
0.875000,25.000000,0.650000,-0.526520,0.000000,1.000000
0.875000,25.000000,0.750000,-0.431412,0.000000,1.000000
0.875000,25.000000,0.700000,-0.524074,0.000000,1.000000
0.875000,25.000000,0.850000,-0.441378,0.000000,1.000000
0.875000,25.000000,0.800000,-0.506977,0.000000,1.000000
0.875000,25.000000,0.900000,-0.446436,0.000000,1.000000
0.875000,25.000000,0.950000,-0.453486,0.000000,1.000000
0.875000,25.000000,1.000000,-0.384959,0.000000,1.000000
0.875000,50.000000,0.000000,-0.726127,0.000000,1.000000
0.875000,50.000000,0.050000,-0.688632,0.000000,1.000000
0.875000,50.000000,0.150000,-0.620291,0.000000,1.000000
0.875000,50.000000,0.100000,-0.636086,0.000000,1.000000
0.875000,50.000000,0.300000,-0.503715,0.000000,1.000000
0.875000,50.000000,0.200000,-0.546314,0.000000,1.000000
0.875000,50.000000,0.250000,-0.491673,0.000000,1.000000
0.875000,50.000000,0.350000,-0.407223,0.000000,1.000000
0.875000,50.000000,0.450000,-0.417345,0.000000,1.000000
0.875000,50.000000,0.400000,-0.437408,0.000000,1.000000
0.875000,50.000000,0.500000,-0.347657,0.000000,1.000000
0.875000,50.000000,0.650000,-0.302754,0.000000,1.000000
0.875000,50.000000,0.750000,-0.264424,0.000000,1.000000
0.875000,50.000000,0.600000,-0.348700,0.000000,1.000000
0.875000,50.000000,0.950000,-0.106063,0.000000,1.000000
0.875000,50.000000,0.850000,-0.230295,0.000000,1.000000
0.875000,50.000000,0.550000,-0.412416,0.000000,1.000000
0.875000,50.000000,0.900000,-0.168706,0.000000,1.000000
0.875000,50.000000,0.700000,-0.224308,0.000000,1.000000
0.875000,50.000000,0.800000,-0.246883,0.000000,1.000000
0.875000,50.000000,1.000000,-0.252299,0.000000,1.000000
0.625000,100.000000,0.950000,-0.048047,1.000000,2.000000
0.875000,100.000000,0.050000,-0.453447,0.000000,1.000000
0.875000,100.000000,0.300000,-0.295269,0.000000,1.000000
0.875000,100.000000,0.000000,-0.571473,0.000000,1.000000
0.875000,100.000000,0.150000,-0.400748,0.000000,1.000000
0.875000,100.000000,0.100000,-0.447616,0.000000,1.000000
0.875000,100.000000,0.200000,-0.282630,0.000000,1.000000
0.625000,100.000000,1.000000,-0.038009,1.000000,2.000000
0.625000,100.000000,0.900000,-0.053614,1.000000,2.000000
0.875000,100.000000,0.250000,-0.331993,0.000000,1.000000
0.875000,100.000000,0.600000,-0.034199,0.000000,1.000000
0.875000,100.000000,0.350000,-0.178529,0.000000,1.000000
0.875000,100.000000,0.500000,-0.124257,0.000000,1.000000
0.875000,100.000000,0.550000,-0.103883,0.000000,1.000000
1.125000,10.000000,0.050000,-1.074175,0.000000,1.000000
1.125000,10.000000,0.000000,-1.119059,0.000000,1.000000
0.875000,100.000000,0.650000,-0.062226,0.000000,1.000000
1.125000,10.000000,0.100000,-1.061852,0.000000,1.000000
1.125000,10.000000,0.150000,-1.077651,0.000000,1.000000
1.125000,10.000000,0.300000,-0.980953,0.000000,1.000000
1.125000,10.000000,0.250000,-0.986774,0.000000,1.000000
0.875000,100.000000,0.400000,-0.182557,0.000000,1.000000
0.875000,100.000000,0.450000,-0.146496,0.000000,1.000000
1.125000,10.000000,0.400000,-0.893511,0.000000,1.000000
1.125000,10.000000,0.350000,-0.994217,0.000000,1.000000
0.875000,100.000000,0.700000,-0.051601,0.000000,1.000000
1.125000,10.000000,0.450000,-0.943101,0.000000,1.000000
1.125000,10.000000,0.500000,-0.852685,0.000000,1.000000
1.125000,10.000000,0.550000,-0.919692,0.000000,1.000000
1.125000,10.000000,0.200000,-0.993701,0.000000,1.000000
1.125000,10.000000,0.600000,-0.936169,0.000000,1.000000
0.875000,100.000000,0.800000,-0.076287,0.000000,1.000000
0.875000,100.000000,0.750000,-0.119658,0.000000,1.000000
1.125000,10.000000,0.650000,-0.794431,0.000000,1.000000
0.875000,100.000000,0.850000,-0.001668,0.000000,1.000000
1.125000,10.000000,0.700000,-0.815613,0.000000,1.000000
0.875000,100.000000,0.950000,-0.061309,0.000000,1.000000
0.875000,100.000000,1.000000,-0.031264,0.000000,1.000000
1.125000,10.000000,0.750000,-0.813414,0.000000,1.000000
1.125000,10.000000,0.800000,-0.879254,0.000000,1.000000
1.125000,10.000000,0.850000,-0.750807,0.000000,1.000000
1.125000,10.000000,0.900000,-0.665667,0.000000,1.000000
1.125000,10.000000,1.000000,-0.708842,0.000000,1.000000
1.125000,25.000000,0.000000,-0.898836,0.000000,1.000000
1.125000,10.000000,0.950000,-0.811721,0.000000,1.000000
1.125000,25.000000,0.050000,-0.894196,0.000000,1.000000
1.125000,25.000000,0.200000,-0.825625,0.000000,1.000000
1.125000,25.000000,0.250000,-0.773437,0.000000,1.000000
1.125000,25.000000,0.300000,-0.727999,0.000000,1.000000
1.125000,25.000000,0.150000,-0.827413,0.000000,1.000000
1.125000,25.000000,0.100000,-0.827071,0.000000,1.000000
1.125000,25.000000,0.350000,-0.633699,0.000000,1.000000
1.125000,25.000000,0.450000,-0.665570,0.000000,1.000000
1.125000,25.000000,0.600000,-0.598717,0.000000,1.000000
1.125000,25.000000,0.650000,-0.497371,0.000000,1.000000
1.125000,25.000000,0.400000,-0.689541,0.000000,1.000000
1.125000,25.000000,0.550000,-0.610978,0.000000,1.000000
1.125000,25.000000,0.700000,-0.490259,0.000000,1.000000
1.125000,25.000000,0.500000,-0.649992,0.000000,1.000000
1.125000,25.000000,0.800000,-0.520937,0.000000,1.000000
1.125000,25.000000,0.850000,-0.453224,0.000000,1.000000
1.125000,25.000000,0.750000,-0.560847,0.000000,1.000000
1.125000,25.000000,0.900000,-0.470018,0.000000,1.000000
1.125000,25.000000,1.000000,-0.447664,0.000000,1.000000
1.125000,50.000000,0.000000,-0.685424,0.000000,1.000000
1.125000,50.000000,0.100000,-0.602566,0.000000,1.000000
1.125000,50.000000,0.250000,-0.531928,0.000000,1.000000
1.125000,25.000000,0.950000,-0.453324,0.000000,1.000000
1.125000,50.000000,0.200000,-0.527484,0.000000,1.000000
1.125000,50.000000,0.050000,-0.642793,0.000000,1.000000
1.125000,50.000000,0.300000,-0.520068,0.000000,1.000000
1.125000,50.000000,0.350000,-0.396616,0.000000,1.000000
1.125000,50.000000,0.400000,-0.374151,0.000000,1.000000
1.125000,50.000000,0.500000,-0.389184,0.000000,1.000000
1.125000,50.000000,0.450000,-0.412496,0.000000,1.000000
1.125000,50.000000,0.700000,-0.351824,0.000000,1.000000
1.125000,50.000000,0.600000,-0.312129,0.000000,1.000000
1.125000,50.000000,0.800000,-0.197172,0.000000,1.000000
1.125000,50.000000,0.750000,-0.289458,0.000000,1.000000
1.125000,50.000000,0.150000,-0.537122,0.000000,1.000000
1.125000,50.000000,0.900000,-0.253118,0.000000,1.000000
1.125000,50.000000,0.550000,-0.385340,0.000000,1.000000
1.125000,50.000000,0.950000,-0.227387,0.000000,1.000000
1.125000,50.000000,0.850000,-0.249400,0.000000,1.000000
1.125000,50.000000,0.650000,-0.322068,0.000000,1.000000
1.125000,50.000000,1.000000,-0.176322,0.000000,1.000000
1.125000,100.000000,0.050000,-0.438534,0.000000,1.000000
1.125000,100.000000,0.000000,-0.452291,0.000000,1.000000
1.125000,100.000000,0.100000,-0.368453,0.000000,1.000000
1.125000,100.000000,0.150000,-0.357675,0.000000,1.000000
1.125000,100.000000,0.200000,-0.227693,0.000000,1.000000
1.125000,100.000000,0.250000,-0.197153,0.000000,1.000000
1.125000,100.000000,0.300000,-0.241632,0.000000,1.000000
1.125000,100.000000,0.350000,-0.259528,0.000000,1.000000
0.875000,100.000000,0.900000,-0.040288,1.000000,2.000000
1.125000,100.000000,0.550000,-0.084114,0.000000,1.000000
1.125000,100.000000,0.500000,-0.214478,0.000000,1.000000
1.125000,100.000000,0.400000,-0.208123,0.000000,1.000000
1.125000,100.000000,0.450000,-0.209568,0.000000,1.000000
1.125000,100.000000,0.600000,-0.130710,0.000000,1.000000
1.125000,100.000000,0.700000,-0.116323,0.000000,1.000000
1.375000,10.000000,0.000000,-1.170683,0.000000,1.000000
1.125000,100.000000,0.650000,-0.170418,0.000000,1.000000
1.125000,100.000000,0.800000,-0.028693,0.000000,1.000000
1.125000,100.000000,0.750000,-0.112229,0.000000,1.000000
1.375000,10.000000,0.050000,-1.136446,0.000000,1.000000
1.375000,10.000000,0.100000,-1.137618,0.000000,1.000000
1.375000,10.000000,0.150000,-1.085402,0.000000,1.000000
1.375000,10.000000,0.200000,-1.079213,0.000000,1.000000
1.375000,10.000000,0.250000,-1.044478,0.000000,1.000000
1.375000,10.000000,0.300000,-1.055711,0.000000,1.000000
1.375000,10.000000,0.350000,-0.952216,0.000000,1.000000
1.375000,10.000000,0.400000,-0.932523,0.000000,1.000000
1.375000,10.000000,0.450000,-0.974403,0.000000,1.000000
1.375000,10.000000,0.550000,-0.965901,0.000000,1.000000
1.375000,10.000000,0.500000,-0.894282,0.000000,1.000000
1.375000,10.000000,0.600000,-0.865615,0.000000,1.000000
1.375000,10.000000,0.750000,-0.873559,0.000000,1.000000
1.375000,10.000000,0.650000,-0.972351,0.000000,1.000000
1.375000,10.000000,0.700000,-0.822203,0.000000,1.000000
1.125000,100.000000,0.900000,-0.095672,0.000000,1.000000
1.375000,10.000000,0.800000,-0.898766,0.000000,1.000000
1.125000,100.000000,0.850000,-0.107613,0.000000,1.000000
1.375000,10.000000,0.850000,-0.817430,0.000000,1.000000
1.125000,100.000000,0.950000,-0.069121,0.000000,1.000000
1.375000,10.000000,0.900000,-0.863252,0.000000,1.000000
1.125000,100.000000,1.000000,-0.086579,0.000000,1.000000
1.375000,10.000000,0.950000,-0.756656,0.000000,1.000000
1.375000,10.000000,1.000000,-0.740428,0.000000,1.000000
0.125000,50.000000,0.950000,-0.157841,0.000000,1.000000
1.375000,25.000000,0.100000,-0.834782,0.000000,1.000000
1.375000,25.000000,0.050000,-0.842218,0.000000,1.000000
1.375000,25.000000,0.200000,-0.783454,0.000000,1.000000
1.375000,25.000000,0.250000,-0.760378,0.000000,1.000000
1.375000,25.000000,0.150000,-0.800619,0.000000,1.000000
1.375000,25.000000,0.000000,-0.900421,0.000000,1.000000
1.375000,25.000000,0.350000,-0.660007,0.000000,1.000000
1.375000,25.000000,0.300000,-0.763760,0.000000,1.000000
1.375000,25.000000,0.400000,-0.633988,0.000000,1.000000
1.375000,25.000000,0.450000,-0.583844,0.000000,1.000000
1.375000,25.000000,0.750000,-0.554985,0.000000,1.000000
1.375000,25.000000,0.650000,-0.615956,0.000000,1.000000
1.375000,25.000000,0.800000,-0.450077,0.000000,1.000000
1.375000,25.000000,0.500000,-0.592110,0.000000,1.000000
1.375000,25.000000,0.900000,-0.487933,0.000000,1.000000
1.375000,25.000000,0.550000,-0.618309,0.000000,1.000000
1.375000,25.000000,0.700000,-0.559276,0.000000,1.000000
1.375000,25.000000,0.600000,-0.588807,0.000000,1.000000
1.375000,25.000000,0.950000,-0.450219,0.000000,1.000000
1.375000,25.000000,0.850000,-0.489535,0.000000,1.000000
1.375000,25.000000,1.000000,-0.454541,0.000000,1.000000
1.375000,50.000000,0.050000,-0.633973,0.000000,1.000000
1.375000,50.000000,0.100000,-0.550793,0.000000,1.000000
1.375000,50.000000,0.000000,-0.582486,0.000000,1.000000
1.375000,50.000000,0.150000,-0.583516,0.000000,1.000000
1.375000,50.000000,0.200000,-0.474655,0.000000,1.000000
1.375000,50.000000,0.300000,-0.377517,0.000000,1.000000
1.375000,50.000000,0.500000,-0.305175,0.000000,1.000000
1.375000,50.000000,0.550000,-0.327183,0.000000,1.000000
1.375000,50.000000,0.400000,-0.334036,0.000000,1.000000
1.375000,50.000000,0.450000,-0.447949,0.000000,1.000000
1.375000,50.000000,0.600000,-0.358044,0.000000,1.000000
1.375000,50.000000,0.250000,-0.504752,0.000000,1.000000
1.375000,50.000000,0.650000,-0.335559,0.000000,1.000000
1.375000,50.000000,0.350000,-0.440309,0.000000,1.000000
1.375000,50.000000,0.700000,-0.185105,0.000000,1.000000
