NoNoise,Noise_0.001,Noise_0.01,Noise_0.1
7.817026433904381566e-01,7.794380035491274006e-01,7.435908480550053046e-01,2.066766698887086418e-01
1.026113515807782983e+00,1.023578267199432901e+00,8.933937969493876974e-01,2.327811496155696158e-01
1.004005986748163659e+00,1.001348845965423395e+00,8.796180150945405174e-01,9.010502126622024766e-02
7.421235892474156159e-01,7.417549092553088474e-01,7.143863644229269116e-01,2.194862221864123941e-01
1.186741098562090535e+00,4.956105246680394316e+00,8.544174890632577624e-01,3.917784789029561843e+00
9.524169338396329954e-01,9.504519722532449588e-01,8.134036881225700233e-01,1.945582943183769287e-01
6.725618549758841658e-01,4.353436510883149424e+00,4.960646715655858685e-01,2.310026465838857845e+00
1.181858386167937924e+00,1.180273318845878050e+00,9.857300875411143526e-01,2.143978015004340543e-01
1.069855646680621941e+00,1.068199568515528330e+00,9.387739703735527019e-01,1.649008109113517806e-01
7.020085737430361572e-01,7.023706219196077516e-01,6.638455628306167977e-01,3.829377959674118870e+00
1.021906070097895691e+00,1.019775670048250094e+00,8.769196665416265635e-01,6.150010607925532335e-01
1.170183897513676019e+00,1.167618445350508294e+00,9.743528469316806717e-01,1.420792660512166794e-01
8.383473352644564836e-01,8.357557437889731045e-01,8.810920215758766272e-01,2.199920927914196245e-01
6.303237953704179386e-01,6.297293204367394592e-01,5.675946474149161647e-01,2.649195446745217453e+00
8.073099682189791571e-01,8.063902834970531064e-01,7.398907013233705365e-01,2.456044760412533223e-01
9.573388685337050896e-01,9.551805690402289661e-01,8.328834456928362329e-01,1.334823590499020773e-02
8.048207604331268916e-01,8.045008129310937672e-01,7.545029954155039187e-01,1.991993131985791143e-01
8.358290565818912166e-01,6.643127859713415795e-01,2.622592433834543879e+00,3.449554176316294019e-01
1.210442827012875755e+00,1.205819608585640967e+00,9.855709861226525925e-01,1.484174213931094000e-01
8.527831975205041326e-01,8.515274951822288108e-01,7.767453580202704488e-01,1.450507533195266319e-01
8.680817991178833015e-01,4.903750657654508238e+00,6.612500616132221953e-01,3.178808612416258450e-01
8.824348687784702161e-01,3.906751014936693078e+00,5.995509736382389931e+00,3.458040044384504408e-01
9.247343134554411037e-01,9.234408669715836737e-01,8.006936328161969874e-01,6.908976395773768431e+00
7.519226422730430626e-01,7.507222270358092642e-01,6.356101918596571698e-01,1.181020585637185372e+00
8.968653453893107308e-01,8.954328363779922029e-01,8.024454177039341829e-01,1.826092320532983204e-01
7.468909835108428208e-01,7.464241789152853412e-01,7.106247915944881033e-01,2.429715423691704290e-01
1.026608352728534124e+00,1.024115956656135085e+00,8.843429530060811228e-01,5.479950090586076239e-02
9.800552366694880169e-01,9.790502511197274327e-01,8.875853419152495150e-01,1.364293325572367710e-01
9.549324840855751839e-01,9.537827587443150623e-01,8.621915484759817838e-01,7.359985464653917564e-01
9.002131032849103320e-01,4.086908056640920606e+00,8.444937212868535159e-01,2.007741587792627180e-01
8.656531498630635202e-01,8.649445113123501727e-01,7.686612155615102360e-01,3.109200792774525768e-01
8.774986525490191536e-01,1.071024503221977042e+01,5.446502977831097603e+00,2.058258511290764314e+00
8.403484549436359696e-01,8.392508343025728568e-01,7.675511448286471694e-01,1.888244438173005690e+00
8.038136343963369068e-01,8.031726918986203945e-01,7.484158258128050800e-01,1.511858049696289119e-01
6.994995023073886653e-01,7.171915243058665901e+00,2.903711064578381240e+00,3.290326400861579792e+00
8.747610917260786323e-01,8.733150011953384473e-01,7.976418050790956560e-01,8.067139278045047934e-01
9.599724156301375766e-01,9.582583847661872989e-01,8.412799845471006233e-01,1.370709402720441950e-01
1.009054682791977964e+00,1.007586731503317790e+00,8.994156703368789696e-01,7.067108350413880968e-02
9.529048681724379133e-01,9.506934469169469049e-01,8.163089699313215153e-01,4.819872478919404735e-01
1.128579006803942741e+00,1.126082514153759595e+00,9.472608581506360981e-01,2.197629116917742403e-02
8.063704679203096415e-01,8.048779628405176023e-01,7.258404076123048387e-01,2.384411385538919015e-01
1.070402230611579686e+00,2.428579609567522724e+00,8.090060032312162974e-01,1.982576844474758793e-01
9.649718375274176640e-01,9.634812374009562586e-01,8.867932394669791885e-01,1.559072730976526489e-01
8.791467204204707064e-01,8.772788343311612724e-01,7.406166303917389726e-01,9.735551681046830108e-01
9.739965843700352233e-01,9.727239107566045817e-01,8.489025396819476210e-01,6.068511414585107122e-01
8.489897106369699298e-01,5.341159067262775118e+00,6.353124371259964986e-01,3.278493905519339613e-01
6.259534169219019839e-01,6.255865708598256081e-01,7.712720764350400326e-01,1.732632990448811583e+00
9.740672640358607470e-01,9.719825740126758484e-01,8.608551736811909105e-01,7.842381115766863253e-01
7.096312137534440678e-01,2.949041228423577188e+00,5.458356895407285858e-01,2.292784022503167929e+00
7.227926404295149654e-01,7.223006142426335874e-01,6.914597576098679976e-01,2.504693427819101315e-01
1.024149610645414210e+00,1.022699125587409608e+00,8.756275770533672453e-01,1.469366757862532735e-01
1.004580314706308819e+00,1.001477645522120818e+00,8.345208960341728988e-01,8.507940123233256879e-02
4.631089060003931168e-01,4.630242492297422241e-01,4.606941015565684805e-01,3.596239559081076398e-01
7.731728758534824886e-01,7.725303029387819986e-01,7.198930328706052428e-01,6.512529119037138159e-01
7.895200419344231557e-01,7.882357444711118877e-01,7.415772969961045291e-01,1.304236636981553343e-01
1.100530758171572643e+00,1.099091409227681115e+00,9.513209142446579225e-01,2.597075762907906649e-01
5.980205544976113785e-01,5.979610830307037217e-01,6.081914975509861154e-01,3.698151715979210996e-01
6.067640363726564123e-01,9.661340001189454796e+00,4.480704716112278163e-01,3.121248810943817453e+00
8.904574875970541203e-01,7.204520019877250769e-01,7.005782508615470139e-01,2.745107785242489884e-01
9.403577444477179137e-01,9.385493408263423376e-01,8.176466530675241540e-01,6.538579817246052972e-01
9.776996434392749569e-01,9.766280627001509007e-01,8.649330574358244927e-01,1.827207733363791775e-01
8.250776206476471142e-01,8.497223652413230521e-01,3.859867899477687381e+00,1.618527333903292953e-01
9.837616187234863308e-01,9.832901823383235484e-01,8.661829645742953332e-01,2.232985505458683628e-01
7.253162008291165197e-01,7.251418436050327543e-01,6.979456071653177274e-01,9.774699756184902777e-02
9.450941095748419674e-01,7.804207165026099124e-01,7.020906158165290956e-01,2.192049036846397958e-01
1.425681089953630520e+00,1.421168342246454941e+00,1.115598457873932192e+00,4.381362882339594200e-02
1.068530429939285487e+00,1.066587959782601347e+00,9.073362241033831044e-01,6.067925132984451908e-01
1.066323497234037632e+00,1.064351120839912346e+00,8.835310350354206310e-01,1.675343412833598111e-01
6.379498189488261861e-01,6.381879315452119172e-01,6.206368929994732220e-01,2.645211268349959566e-01
1.178099934105288904e+00,1.176341242946719712e+00,1.006293712017972908e+00,1.341011596441127052e-01
8.488916439394339486e-01,8.470357845671024899e-01,7.546516788752053451e-01,2.487520261662758969e-01
7.372404555467542142e-01,7.367808902640132773e-01,6.955102701392736897e-01,1.958698883325629136e-01
1.112210538226892975e+00,1.111532527636729384e+00,9.708967583749131824e-01,1.737270188243181523e-01
9.436205902344501073e-01,9.409172865971280331e-01,7.626090024101975784e-01,3.425874341407715851e-01
7.633871787528512254e-01,5.926135188970650391e-01,5.741307820818295493e-01,3.300984237290766621e-01
1.183418902485652735e+00,1.180695776609163250e+00,9.683949785172923930e-01,1.888955593770482166e-01
7.495227937790133188e-01,5.761345563192812325e-01,2.148475614534315348e+00,3.019800777085495103e-01
9.681499007941466450e-01,9.660715925587769481e-01,8.321652159473643673e-01,6.954762649560661814e-01
1.085585727193751682e+00,1.083917221819648447e+00,4.997260075289172043e+00,5.767744963342440190e-02
1.033008576284192959e+00,1.030597607049245301e+00,8.895273381670725232e-01,6.986695566276084068e-02
