NoNoise,Noise_0.001,Noise_0.01,Noise_0.1
7.290848369682723096e-01,3.243644232046376086e+00,4.669174335613777593e+00,1.739818827531167234e+00
7.332065489218979604e-01,4.855331233568604965e+00,4.564306298411954010e+00,4.589820297493035106e+00
9.174623272200312929e-01,9.167101578430731923e-01,8.067369589087839410e-01,1.752363166055688759e-01
8.489766491884234156e-01,8.486359782559642628e-01,7.779094835780571149e-01,2.490930157731277905e+00
9.785909244595872858e-01,9.765200648064554789e-01,8.443449028472682638e-01,2.500423686031555959e-01
1.096610035275392026e+00,1.094014141865095047e+00,9.364302520002535379e-01,1.763685585776818832e-01
9.755150641405363476e-01,9.735096427939851083e-01,8.477018051017527478e-01,1.701774357488649581e-01
1.013302460473757938e+00,1.011074283568758725e+00,8.854944255303809353e-01,1.567374657233832624e-01
1.106797905334603982e+00,1.104844041302816660e+00,9.682113049108892477e-01,6.651500201496157727e-02
8.489096029386956621e-01,8.473091219380106676e-01,7.667400966267272633e-01,1.349349204202950014e+00
1.270222594897810087e+00,1.266134642955415002e+00,1.009771042696044230e+00,1.690350444729931123e-01
1.017103261491572486e+00,1.015315475203464768e+00,9.318564487153407905e-01,7.427436716815442874e-02
1.146602698213201821e+00,1.142076090535215638e+00,9.321586156688057567e-01,1.091710598607729343e+00
6.001636054926591246e-01,5.992727483394417742e-01,6.809690819632912007e-01,3.984560175441533403e+00
9.914066590550023594e-01,9.890108109916668777e-01,8.802228184209297535e-01,9.153172806992257993e-01
9.158341418296019887e-01,7.450374788399878323e-01,5.136508028448820262e+00,2.689830290401336588e-01
8.499654965154139763e-01,8.503172623244934503e-01,7.718071090534938117e-01,2.157204939570273317e-01
7.351489970322679923e-01,6.361664868239167880e+00,2.820199625930450260e+00,2.163185101576541758e+00
1.156778643034310328e+00,1.153350930431740640e+00,9.420099366400471741e-01,7.280130936454385360e-01
8.921239328627355025e-01,8.908986898618878048e-01,8.106104249685746055e-01,2.440528102645915243e-01
1.108340531994619349e+00,1.104622637471632585e+00,9.101331005119339679e-01,1.478014228865628665e-01
1.203017944580946574e+00,1.201013630534544463e+00,1.007276866193589360e+00,9.959581516716806138e-02
6.578258721065830539e-01,6.576577343981588886e-01,6.390667321067505791e-01,2.945700274246945138e-01
7.394769442244504276e-01,7.384551687203686487e-01,6.831726603555107191e-01,2.842289316532921051e-01
9.811619852297651656e-01,9.794433290903368228e-01,9.014008152423483855e-01,1.416800787488839419e-01
1.127523446285387809e+00,4.776402418778943115e+00,8.263634901071588157e-01,2.112285839889212480e-01
9.055607740071003331e-01,9.052637118917218340e-01,8.132356225021439844e-01,1.965914007396035446e-01
1.049029275541009110e+00,1.047249948188019086e+00,9.042870376354887885e-01,1.749257370168283976e-01
1.006684046023554435e+00,1.003444212504941646e+00,8.600186812735846065e-01,9.283871648111435837e-01
8.763396274183014034e-01,8.746480790106332392e-01,7.688906710792935417e-01,2.386729856140432648e-01
1.317278845258911257e+00,1.312238428412157765e+00,1.022767322808739054e+00,1.074902015272433398e-01
9.232875262515657377e-01,9.227310968965649618e-01,8.240903868273307120e-01,1.709449159682372987e-01
9.902292905524966438e-01,9.901757328902063282e-01,8.765495346347170758e-01,1.259682604009556006e-01
9.401434840544004023e-01,9.385755368313717373e-01,8.535626654927241930e-01,2.100422525246462280e-01
9.669218678347137885e-01,9.643554286585402924e-01,8.204732059134161037e-01,2.165633952422990893e-01
7.527650183159048103e-01,7.524622098765739731e-01,7.217388634300283545e-01,1.754956060967229337e-01
9.200049256931128738e-01,9.168479803870048794e-01,7.921880329936238363e-01,1.002984634938118569e-01
8.051577053727244637e-01,8.044184619698457883e-01,7.533049403074786321e-01,1.150120923639179338e-01
9.387734261209681463e-01,9.372764685834671372e-01,8.499339493813146129e-01,1.577738986250634690e-01
7.948930301650916075e-01,7.941365388591419272e-01,7.482639400247650396e-01,2.144014180386131230e-01
8.266244978267055510e-01,8.107674005268983297e-01,7.443768689577039410e+00,2.913953648157108223e-01
8.238695344687256839e-01,8.236255328992984071e-01,7.547588326612630905e-01,2.235658886523569644e-01
6.581386274415221838e-01,6.576794361370679187e-01,6.067176339741615632e-01,3.727344458494063484e-01
8.341549515396374792e-01,8.323351135489405195e-01,5.006839804894893220e+00,3.026905184788363790e-01
8.780071015555698244e-01,8.771596599333930655e-01,7.552463617330704704e-01,4.497170202474112810e-02
6.976254984365513057e-01,6.975444561063770532e-01,2.954926876283128223e+00,1.682640888242513399e-01
7.172294576218296580e-01,5.468132873554967244e-01,5.530629022761505142e-01,3.111742827222694352e+00
1.150642312050805582e+00,1.149876824517702012e+00,1.001053469717493982e+00,1.711939694548365032e-01
1.101562482896439210e+00,1.098605432076764421e+00,9.537763435294227543e-01,1.510292612394531220e-01
6.969010524179644062e-01,4.362397288332326539e+00,3.063971745346846021e+00,2.156308436938382922e+00
1.174219618915177454e+00,4.208967132917228682e+00,9.013219184760693503e-01,1.981949149898532880e+00
6.509540121173630345e-01,6.506693262808166400e-01,6.337228254457007992e-01,2.815493931333363231e-01
9.259055466730471418e-01,9.247687737353565973e-01,8.240377554711273422e-01,1.502118455443441358e-01
1.022802289023215128e+00,1.020511262294907295e+00,8.725132252561552670e-01,2.586035803862021698e+00
9.699168593891236423e-01,9.673780375286176181e-01,8.178531726068445362e-01,6.453131370944618084e-01
6.475896896346811094e-01,6.478705380803364555e-01,6.408713914852445237e-01,6.354070056158483970e-01
9.241917289268837266e-01,9.232231884586358239e-01,8.405381384189485328e-01,1.671308324972751724e-01
7.333162816181231225e-01,5.641845112812953200e-01,5.522380113542066926e-01,3.266848001272825153e-01
7.565685661032239828e-01,5.889701146480368354e-01,8.022603163451405450e+00,3.665791652844772042e+00
8.737641868446310855e-01,8.731771220464690231e-01,8.088306817938797355e-01,1.021483273543432324e-01
7.031967494652888728e-01,7.024815156374454306e-01,6.654344457376940580e-01,4.557642852799080657e+00
9.604319176225197818e-01,9.583506816042340892e-01,7.995481896969313107e-01,4.886086875793180795e+00
7.142577892995876088e-01,7.138930401422785010e-01,6.823671697294598770e-01,2.538743919525079384e-01
7.142475006273716343e-01,7.137167598273663760e-01,6.791993436719666599e-01,1.097376299370888209e+00
7.378820364378431140e-01,4.689861918656641926e+00,4.013380845402234165e+00,2.223689108608174259e+00
1.040285092606077821e+00,1.039819594805501124e+00,9.167522136282240108e-01,1.300215976321622280e-01
9.202938673016001214e-01,9.189806357066718778e-01,7.839529997682486151e-01,8.818236419469940301e+00
9.219264385435724796e-01,9.209655831447415286e-01,8.311236680588699466e-01,2.036068859628774042e-01
9.105687637591000083e-01,9.078870932296657648e-01,6.393705261787464345e+00,3.772976232746635405e-01
7.832643018308191873e-01,7.824207604359931789e-01,8.591111727873338433e-01,3.306558626754966812e-01
1.310858733261085707e+00,1.307024069966594038e+00,1.045700885766124077e+00,1.707160072394165173e-01
1.261719573462455557e+00,1.256833444248367737e+00,9.910515884855927160e-01,1.881767972243880149e-01
7.014450609049118768e-01,7.003097014636384676e-01,6.690513136567055597e-01,7.856634772026687141e-01
9.119994623832756719e-01,9.106876698662919045e-01,9.410769656280486561e-01,2.284711981121062274e-01
5.775670583243170952e-01,5.776424469345976531e-01,5.802813857168462874e-01,2.291030989463396783e-01
9.147376227064401011e-01,9.137106132127236213e-01,8.316133455245167116e-01,1.883124592707131617e-01
8.855536924457652059e-01,8.840296699587012474e-01,7.983373240249600489e-01,1.757550183199345639e-01
1.032042506086120470e+00,1.031017617028166189e+00,9.017870405946494250e-01,3.323087482314987628e+00
8.979737750315462952e-01,8.972487595327482968e-01,8.274633874517901555e-01,1.458863676173358104e-01
1.076142990589749049e+00,1.073320324845405072e+00,8.680696295417480446e-01,1.941082412255449863e-01
1.018150347764309682e+00,8.439113666269996150e-01,7.594509841214114321e-01,2.096640510038097760e-01
9.825413797045883246e-01,9.797852600819858537e-01,8.687348527900382589e-01,2.756411290490790034e-01
1.147047627556911475e+00,1.145164615662101149e+00,9.784225154412933279e-01,1.234625275269574801e-01
8.348488575402024381e-01,8.327483017581938096e-01,7.324945747380631200e-01,3.831728579764932086e+00
8.848597503951879384e-01,8.839008590577559499e-01,8.236324320744273786e-01,1.698084754908467109e-01
7.580200879375926792e-01,7.575731339590501268e-01,7.121381542154232580e-01,2.377008344088879510e-01
7.152741857498081668e-01,7.153174670901114585e-01,6.812263724597936720e-01,8.167101566563609305e-01
7.931994710986425279e-01,3.281964454865185843e+00,6.097872498594195667e-01,2.253559817934266185e+00
1.072600273120773995e+00,1.070299709573864444e+00,9.476030877175510847e-01,1.576542157068326455e+00
7.758364043246801511e-01,7.754098173589586418e-01,7.106492014236566179e-01,9.826276330779650792e-01
7.602835674803987143e-01,7.590905847297222397e-01,6.777360700843810815e-01,3.869999866385980813e-01
1.159935530100816736e+00,1.157130273857412961e+00,9.854906625280287491e-01,1.698028720209952269e-01
6.432331937254683885e-01,3.012318626530254839e+00,5.596153164616138653e+00,3.376226946914851368e+00
7.527537705029653248e-01,5.893864101053702953e-01,5.534460163859955539e-01,1.675380878513510918e+00
9.656053020760489991e-01,1.147785082270990031e+01,7.374306727398128203e+00,7.336128450347241703e+00
1.109327252796543206e+00,1.106488932736912956e+00,9.399529558287191833e-01,9.454530843453225197e-02
8.980176626154321440e-01,8.959644463705537243e-01,7.436845989367194543e-01,1.846046864270421417e-01
9.803870675674926094e-01,9.784675739579862253e-01,8.737766304073971702e-01,1.463943272360523351e-01
1.079072092874507893e+00,5.973431953914053238e+00,8.039740088167247611e-01,2.703126929032598769e-01
9.762337372063445429e-01,9.751094380132698802e-01,8.297320315183563944e-01,1.082964649462572204e+00
1.063992215823574172e+00,1.061034002218654182e+00,9.167649126530077464e-01,1.469736209814233585e-01
1.073227651159911478e+00,1.069943273696657204e+00,8.846398258755368005e-01,1.096450883419797934e-01
8.170194712551985816e-01,8.156333933023827143e-01,7.175464730857952222e-01,9.493100019624527430e-01
1.139060547906720178e+00,1.136012022711283320e+00,9.468874332071883781e-01,4.080491657546979067e-01
1.192921812583478847e+00,1.189591661804166423e+00,9.732849927167779303e-01,2.077239783243934601e-01
7.903505433691687676e-01,7.894530920777361738e-01,6.868943958526717575e-01,1.912140881958833916e+00
9.976670741854011260e-01,9.947461548779091833e-01,8.650521380150191231e-01,1.713881512636350191e-01
6.382759530417335680e-01,4.715339109945084206e-01,8.244705850951371318e+00,4.282267981793591582e-01
9.632377777455211065e-01,9.615872602867321373e-01,8.021477689643313758e-01,2.411671146652073217e-01
8.426804870829933680e-01,8.412367867193918380e-01,7.488337705312257953e-01,1.394707475380116524e+00
1.219387670155659409e+00,1.215411122306725433e+00,9.767748060538414823e-01,1.449760082890941548e-01
1.159112951142312609e+00,1.155432190680189874e+00,9.805811856914397051e-01,1.059390152097542170e+00
8.871469087909368278e-01,8.853604800559203847e-01,8.097940528166134300e-01,2.329636475330581380e+00
9.459684442292510820e-01,9.448656648293362048e-01,8.630109949220168275e-01,9.965219911050704482e-02
1.064647388896204472e+00,1.062144018348131658e+00,9.095745936789961794e-01,8.116720128264841294e-02
8.207121120682359106e-01,8.205544974141931736e-01,7.731755504379382860e-01,2.010586311190674658e-01
7.910130681724797386e-01,7.908087869659050639e-01,8.470697818524486777e+00,1.888603771100326734e-01
7.823691363014519951e-01,7.822863956511472150e-01,6.903095336932605353e-01,1.370749054782357812e-01
1.282427969033568482e+00,1.278961760153625615e+00,1.048039889133576930e+00,1.065167530105733673e-01
9.113297759857232894e-01,9.101138136315082283e-01,8.268608051125220237e-01,1.742706431207152185e-01
7.648844788444844056e-01,7.646373613958944437e-01,7.107146606137517697e-01,2.702934823522832875e-01
7.579414453297180776e-01,7.577771846575188652e-01,7.246160534203053283e-01,2.045663094405673343e-01
7.869680826389456874e-01,1.531748564240723098e+01,5.694431130432159982e+00,9.918831834408242676e-01
8.655396439009594989e-01,8.644849753936953984e-01,8.122032025320864435e-01,1.141221668688721380e-01
9.973178362257721918e-01,9.952981455135281319e-01,8.520931376992422202e-01,3.555456988149784170e+00
1.005928224528567894e+00,1.005345427245522227e+00,8.969130611808850961e-01,1.134848254882319107e-01
1.342552648376647451e+00,1.338030731938150142e+00,1.061136085032914123e+00,2.038404231236022601e-01
9.753734539140992421e-01,9.721458652824287450e-01,7.587004387484321821e-01,1.926552462069563321e+00
7.060292014205278299e-01,7.061601092315354933e-01,6.738652475464880220e-01,1.496583067192987504e-01
1.156033148827118939e+00,1.154319500323588210e+00,9.738740861173094121e-01,1.958559744411164649e-01
1.166643617809876243e+00,1.163349910185004887e+00,9.560717555152840053e-01,8.143884984540868122e-02
8.276974278014842534e-01,8.267357998673130481e-01,7.443832453364235269e-01,3.128311985928089456e+00
6.531026481239341956e+04,3.426651651258592501e+00,7.356176254934614356e-01,3.134035748788551179e-01
8.252594210067367708e-01,6.656422151048061453e-01,5.299327489297652738e-01,2.111445452633900821e+00
1.164292301183805112e+00,1.161416170081817301e+00,9.622161589425980432e-01,2.252599374517165742e-01
1.064445729883261693e+00,1.063278897299767767e+00,9.447516874688796085e-01,7.868790881519352465e-02
1.086520258192709587e+00,1.084392233877563783e+00,9.186863849177466790e-01,7.525381536250017045e-02
8.757849902268983744e-01,8.742671272923390191e-01,7.583617802387856432e-01,7.985639315000206406e-02
5.096270260682915776e-01,1.312541264642778138e+01,7.268821705522003462e+00,3.038049599659107702e+00
1.029249039494769757e+00,1.027825028290051179e+00,8.862113335001442493e-01,1.879487684009303328e-01
1.325540944640888785e+00,1.320502121384641292e+00,1.096780233385142633e+00,1.373201041454798488e-01
6.490954968418133353e-01,6.488870379848750147e-01,5.926181604365591271e-01,7.748018662729424300e+00
9.592718404163086410e-01,9.580781845898428406e-01,8.292888555725346222e-01,1.478519661566956300e-01
7.636524433790059518e-01,7.621315952713356712e-01,6.913256561947387357e-01,2.957400622793425193e-01
8.965552111794636847e-01,7.191420030825155241e-01,6.775083113814863722e-01,2.411618309750422462e+00
8.707070795627018800e-01,8.691680857993564491e-01,7.690150313140233784e-01,2.531391584966755093e-01
7.488478814538671591e-01,7.486471460386099341e-01,7.115386754174278794e-01,2.101707668019544006e-01
1.173517579973186230e+03,3.955424338326380074e+00,3.441730759866243883e+00,3.592998835776233801e-01
1.177094907708222671e+00,1.173701970818876728e+00,9.928746006981683525e-01,1.275910011177368297e-01
1.030882429292988789e+00,1.028769290350781684e+00,8.770252743709449073e-01,1.111160119830813670e-01
9.673036109651365066e-01,9.664661934116068887e-01,8.560070143294746803e-01,9.683444641703589650e-02
3.966030111211766052e+04,5.812932712387798295e-01,8.036432804963897780e+00,4.382957982759534410e-01
9.330462514860661249e-01,9.315832674496767885e-01,8.523862166366775739e-01,1.285096361600611692e-01
1.098475400559803861e+00,1.095318716401881387e+00,9.242853650786730935e-01,1.239083593188068377e-01
8.968825110490253882e-01,8.952877045723021121e-01,8.091745745861569361e-01,1.155840585448482116e+00
8.808741465920908453e-01,1.390005275454507760e+01,2.100232778569276260e+00,1.535804503168457957e+00
8.850094307139952932e-01,8.839249197277411207e-01,7.844313959748235865e-01,2.199441062759395216e-01
7.326319535622226597e-01,6.939621894329794927e-01,1.026734399184712432e+00,3.552504042164431053e-01
1.228069842432834680e+00,1.224711896561941682e+00,9.704252599197266127e-01,7.695757007304937503e-01
1.134980530611532146e+00,1.132609639567982995e+00,9.467855732435381810e-01,1.648849621664033038e-01
1.148042787235492579e+00,1.145083891842580304e+00,9.266081035018070011e-01,1.618521839830425191e-01
8.455700055095745071e-01,8.440894989646470226e-01,7.162701687955015384e-01,6.911528319253171238e-02
7.744902520634362464e-01,7.740380156921012889e-01,7.303733059618505719e-01,4.947492310268085669e-01
6.930207245751438538e-01,6.926364193322129825e-01,4.637970622847143787e+00,3.140277810971516814e-01
8.722575547282127584e-01,8.710717313631839431e-01,8.039882465424932345e-01,1.545530125711725433e-01
1.056269301082832346e+00,1.055053727590733015e+00,9.094558822331274550e-01,9.707821320111790220e-01
9.403303204953376015e-01,9.390956763485363012e-01,8.533434768791444691e-01,1.460348076414639540e-01
9.756560112330492363e-01,8.012979669887705381e-01,7.422978727115086883e+00,2.622279483168186709e-01
1.085040582448935087e+00,1.082032346208398943e+00,9.199315847537403723e-01,1.016505359653330498e-01
9.591095622189247383e-01,9.566582217493480034e-01,8.326928538113522738e-01,5.005508364546923383e-02
8.903607885692448320e-01,3.746779941104190215e+00,5.765608604855694708e+00,2.881229672158018285e-01
7.799710975587645923e-01,6.089336490306606064e-01,1.947853628292823824e+00,3.131542895784621972e-01
6.989108499181488909e-01,4.106026634641963824e+00,1.570174483427901668e+00,3.265249040753742671e-01
9.972545496864956283e-01,9.956686863467375526e-01,8.749804495240954827e-01,1.175368421820558729e-01
1.226593504652173205e+00,1.223903244854859462e+00,9.975450409766717375e-01,1.186761534693582254e-01
7.171123488440331872e-01,7.160454249234654567e-01,1.849179002314671028e+00,2.607001358715710815e+00
6.291070071684087273e-01,6.290766791203489250e-01,6.009191680614150988e-01,3.009353001180131160e-01
7.506768618214076927e-01,7.498883848632326155e-01,7.217327741991380607e-01,1.807120385634125581e+00
9.183158351176918810e-01,9.167643216789708172e-01,7.747344331154295549e-01,3.383436038865224593e-01
1.017276842230025791e+00,1.014603229884964097e+00,8.594547610249337888e-01,2.387786453285826727e-01
6.241649970683745829e-01,4.514064795944613406e-01,5.203648796319380043e-01,3.701639319592998634e-01
8.293852215049379861e-01,8.298207650844237060e-01,7.749324430286548271e-01,1.948489188956855633e-01
1.034877053050351492e+00,1.033757817060009021e+00,8.978463293212028962e-01,9.784387730476126199e-01
8.765337204717349451e-01,8.743224552342143685e-01,7.596475937445694715e-01,1.001310655166221808e-01
1.131309964168358828e+00,1.127542063916225468e+00,9.498052447673984711e-01,1.294028000792299127e-01
7.648578464166491120e-01,7.644469212425433202e-01,7.151512511394966243e-01,2.203474750319460718e-01
1.214543112503923883e+00,1.210154564430346191e+00,9.771079522379615412e-01,1.164314036867020175e-01
9.192239435250012525e-01,9.173368106169933478e-01,7.901598578884020396e-01,4.984128474352574334e-01
7.067306847100016665e-01,2.202685296787637803e+00,1.317056176896266972e+00,3.370911754293152152e-01
1.003624054909920904e+00,1.000303874785849034e+00,8.697823307416401306e-01,1.316635475081054940e-01
8.165642549008976792e-01,6.443690355496682898e-01,6.238694335096239829e-01,1.796157420842755759e+00
8.855001793353256545e-01,8.848520780768096561e-01,7.847747935704616484e-01,2.003419195831822042e-01
6.078463759014155476e-01,5.766352793355790318e+00,6.407560676821634438e+00,3.008172662734594383e+00
1.347126013893431118e+00,1.342878102751289493e+00,1.060950308742053760e+00,1.363444876359144742e-01
7.250871132764775684e-01,7.245845927706661138e-01,6.264292260152661829e-01,3.127439250581089403e-01
7.477518703829850732e-01,3.573736780018937509e+01,1.189719361377538043e+01,6.782898706772320097e+00
8.529562171085277589e-01,8.517759263903068589e-01,7.849958830504160101e-01,1.449613368329599195e-01
1.096953488179685632e+00,4.864643521855390951e+00,7.973322991325761944e-01,2.173392691460663606e+00
8.745656414566227443e-01,7.114093194873347681e-01,1.680898974733347728e+01,4.491864543042693114e+00
1.055264196345950145e+00,9.783447816055332869e-01,2.494585080778931818e+00,2.699456296086508722e-01
8.919026102260725342e-01,8.909926702767265727e-01,7.985949294003173993e-01,2.039055076974714831e-01
1.088080702110604037e+00,1.086696559857059041e+00,9.280862957219697673e-01,1.127423828937208911e-01
9.225465713794107625e-01,9.223156233997317210e-01,8.474029468918879981e-01,9.854345524140324386e-01
7.959897285464707650e-01,6.254862013911987040e-01,2.821444517145369701e+00,1.014081100139265335e+00
9.300847174131068318e-01,9.279115965957810408e-01,7.946110941962727381e-01,7.073765939334262232e-01
1.061780132126718623e+00,1.060765315594861091e+00,9.090344506082900233e-01,2.007260453153879298e-01
9.681048475030935574e-01,9.666714044809493478e-01,8.211713901512400771e-01,8.257711203405632139e-02
9.362145750618576789e-01,7.642973548106860582e-01,1.661338425410011199e+00,3.525111965993917629e+00
6.322380491150296766e-01,6.321826416362945622e-01,6.230207847529125598e-01,3.125704140590274793e+00
8.144624878170944049e-01,8.138218327741503222e-01,7.587055220741121264e-01,2.026753845646159513e-01
9.938911716498728399e-01,9.927169543112572825e-01,8.517552581596371519e-01,4.443300943313768236e-01
9.429116858245600863e-01,9.404031261355664251e-01,8.288066343593729624e-01,1.386407570709591863e-01
1.322218196221341513e+00,1.317241661188198076e+00,1.050427604020465200e+00,2.543202342364456192e-02
1.077629315976889268e+00,1.075102406556952106e+00,9.276542241349849949e-01,1.416439377662659926e-01
6.915046352464017110e-01,6.911601280986714446e-01,6.652807431469601740e-01,1.858598747762938985e-01
9.759355553027978525e-01,9.737104928638347090e-01,8.470835228245370274e-01,2.237434977788769486e-01
7.436046169526522309e-01,5.741307375128497092e-01,5.768080093923726448e-01,1.252319592705167794e+00
1.096970239909714540e+00,1.094273148176762467e+00,9.452125321295890004e-01,1.209538850181794689e-01
9.967036904728558966e-01,9.934943790300648780e-01,8.603363367811368567e-01,1.111450731222413807e-01
8.676697518031243339e-01,8.617493267857307959e-01,7.780872812284580498e-01,3.009615506221676173e-01
7.941263203192419073e-01,7.939740178717664687e-01,7.488840731552461882e-01,1.284943472016846222e-01
8.207860858547120220e-01,8.208439321785743203e-01,7.565204560171790993e-01,3.105729535253305973e-01
8.377357457637593097e-01,6.665756538999859648e-01,3.634390705364196172e+00,2.253421207662764214e+00
1.184732884811804166e+00,1.182573760814405350e+00,1.003317085799641628e+00,6.920000495412936825e-01
9.884853392700179153e-01,9.858891121284674153e-01,8.414179337733281860e-01,2.429372822812071175e-01
1.011697591264423712e+00,1.011176462392460618e+00,8.980371836744988068e-01,7.876808733878238877e-01
1.006803262748311667e+00,1.004060616181280396e+00,8.661488377187256393e-01,1.866562099461459567e-01
8.255571207354817087e-01,8.255269525596864444e-01,7.797794986538963968e-01,1.912696463165456662e-01
9.307075533013279278e-01,9.292229254133286265e-01,8.204954368856963720e-01,7.981030560967532217e-02
8.336836495182804452e-01,6.645211531669265037e-01,6.558076952173108598e-01,1.025937214463776836e+00
1.244675315987042064e+00,1.240936813188105337e+00,9.630058428191192732e-01,1.661542220121881019e-01
9.254125988421652016e-01,9.236498742935769224e-01,8.174170328474362757e-01,2.256971508568260953e-01
9.564757246581674366e-01,9.554586348966861431e-01,8.338603127753128064e-01,1.880361267200582887e-01
1.058685477902289396e+00,2.814108245054658397e+00,4.589179160016663594e+00,2.320409740859072478e+00
9.380687722144621654e-01,9.377214160997866532e-01,1.037799770338374561e+00,2.577923392512690981e-01
1.143040928048098426e+00,1.141916155563520885e+00,9.498341000660037725e-01,1.651890750834215382e-01
9.217145401408401995e-01,9.209004322392886355e-01,8.333426060679552938e-01,1.917444146007488415e-01
1.185415660610230848e+00,1.182876507644534003e+00,1.023643901002155854e+00,1.136330802227710074e-01
8.455975505465076481e-01,6.724803831656613884e-01,6.551445394423272006e-01,8.146407935219942553e-01
1.076232836286858729e+00,1.073744197753014884e+00,9.188256624730449795e-01,9.737219339797162365e-02
1.054418088762991035e+00,1.053146786294192561e+00,9.089508326752702150e-01,4.594287998990135291e-01
7.883768838662499334e-01,6.228666741645610960e-01,5.996782059563415812e-01,3.356967115979554994e-01
8.230470408132891658e-01,8.225135977645440244e-01,7.675037211660167280e-01,2.091606683502492126e-01
9.445099708077432377e-01,9.427931776533519104e-01,8.576829174553649571e-01,5.154586115433775761e-01
8.890408069902896449e-01,6.730487606104236242e+00,6.451565060303423582e-01,3.605560324301447572e+00
8.666373379702386748e-01,6.954874931069833233e-01,1.880706046940001430e+00,1.169045065020774654e+00
7.672895179253089726e-01,7.501021954947360015e-01,7.115448659491440120e-01,2.787479623228498182e-01
9.153862146568384484e-01,9.136309957908098633e-01,8.137864981853845103e-01,2.073682197207084299e-01
8.037584058674467347e-01,8.032232810673303192e-01,7.550299806021957272e-01,1.857035926512660973e-01
1.206360657690443983e+00,1.203636759518135424e+00,9.756475908907619177e-01,7.236559042415592613e-02
1.060957139149661721e+00,8.953877911885521623e-01,7.869494015557706446e-01,5.174930798452446329e-02
9.589622142067373289e-01,9.563881595249444922e-01,8.338654821333836287e-01,1.474597736573644846e-01
1.033200096585600525e+00,1.031484349038936266e+00,9.069690310527194210e-01,1.970497623060743497e-01
1.082432355531859569e+00,1.080135751107393682e+00,9.161373704365474158e-01,1.273471122605865924e-01
7.438362926687037691e-01,7.434623895609953070e-01,7.043468961882712875e-01,7.601301498903897391e-01
1.028124711759269783e+00,1.027268237299145515e+00,8.888307155654103786e-01,8.789203599601773387e-02
1.062550711791909741e+00,1.059529829542504853e+00,8.956556348881752339e-01,9.228927599623368838e-01
9.634220338885377544e-01,9.615666891752040479e-01,8.428514363726273828e-01,1.853441812414293177e-01
8.961397934629736772e-01,8.928998483635377514e-01,9.027219036438616229e-01,1.010363639348529352e+00
6.566306960230396950e-01,6.564813603403261144e-01,6.322580320584442193e-01,2.843111648977592054e-01
1.050302533011028938e+00,1.048015129245859489e+00,9.127893677524226979e-01,4.302724173113691569e-02
8.029305258360237563e-01,8.031601577697301542e-01,7.533846628434198722e-01,1.053378456166437216e+00
8.482729508498646487e-01,8.478505315641123863e-01,7.839024906089043787e-01,5.293320718837640770e-01
7.069962765526029980e-01,7.069531539555752309e-01,6.823820587826281425e-01,2.405324571098068631e-01
8.632662539813218405e-01,8.623759044340072455e-01,7.952386067785491841e-01,1.531462112675339160e-01
6.648792223116550826e-01,6.647031517644075294e-01,6.368253406123507432e-01,9.907828747646890699e-01
1.113200420683704284e+00,1.111868612909569842e+00,9.516981870437311031e-01,6.182824677672078550e-01
7.553720144890343491e-01,7.551132301348912890e-01,7.061885362890694129e-01,2.198936507359769421e-01
8.007559348987418613e-01,6.313534542940606453e-01,6.720513361028773502e+00,3.407366922070690918e-01
9.777538629186832697e-01,9.770911131956360185e-01,8.778659371812589374e-01,8.256988742050855312e-02
8.248838116907168949e-01,8.233731845438750918e-01,7.418950671340465153e-01,2.261717177819214386e-01
9.938244686313737475e-01,9.927453204133103171e-01,8.853284331818503938e-01,9.965492318628155211e-02
9.929751751687183603e-01,9.903564717845597665e-01,8.508271709465395904e-01,3.212762932700028440e+00
1.023536917685854419e+00,1.021524339370120549e+00,8.514672438620640715e-01,1.683219186327518102e-01
8.131290541088336266e-01,4.824418003514616693e-01,9.036435164762957939e+00,9.757286470169367343e-01
9.879668090336146680e-01,9.857614879424266841e-01,8.646075842149224533e-01,1.491523916537862426e-01
7.174864045870809059e-01,7.168922356615834435e-01,6.559830486790687587e-01,3.618593009915907377e+00
6.701970809794322026e-01,3.580855255008577931e+00,5.091100384015789793e-01,3.758570860935924740e-01
7.879562492371043891e-01,7.870897430833634356e-01,7.344404292176331950e-01,1.587018461627308086e-01
7.507652527035630907e-01,5.977240479950346463e-01,5.764421545969560245e-01,1.681326754121290623e+00
9.565900899328421136e-01,9.548208963884258216e-01,8.461404876281950482e-01,1.286940016595256586e-01
7.523467932245307965e-01,5.852369327753900174e-01,4.271637745119072349e+00,3.037894315851535354e-01
9.355978253121373100e-01,9.337105776716754235e-01,8.096063948016333223e-01,4.790083884046281715e-01
7.500100902559445615e-01,7.488367553556188883e-01,4.728153199968041065e+00,3.011600402148282285e+00
1.021460266548621210e+00,1.018343166943959988e+00,8.333458681809176039e-01,1.778577507570628935e+00
6.523051838829061477e-01,6.446221343230682521e-01,3.126754269608276182e+00,6.949006919111657687e-01
1.164078955791810088e+00,1.160129159254449149e+00,9.531814461776628722e-01,1.823186008814974279e-01
1.028933874180997021e+00,1.027368371392763713e+00,9.061472286207770122e-01,2.800156056741475163e-01
1.206001869917650016e+00,1.202406948492044325e+00,9.813077455084192602e-01,8.680090598336416552e-02
1.224785019958040122e+00,1.221403532564814043e+00,1.044369802804823832e+00,1.369404676361943296e-01
8.549214657763866132e-01,8.540699255852312044e-01,7.989797148995658738e-01,1.015759505261806694e+00
