alpha,N_species,mu,mean_leading_eigenvalue,extinction_counter, attempt_counter
-0.875000,10.000000,0.050000,-0.876896,0.000000,1.000000
-1.125000,100.000000,0.030000,-1.341799,0.000000,1.000000
-1.125000,100.000000,0.010000,-0.981732,0.000000,1.000000
-0.875000,10.000000,0.020000,-0.820084,0.000000,1.000000
-0.875000,10.000000,0.080000,-0.925548,0.000000,1.000000
-1.125000,100.000000,0.000000,-0.704971,0.000000,1.000000
-0.875000,10.000000,0.040000,-0.859874,0.000000,1.000000
-1.125000,100.000000,0.050000,-1.608008,0.000000,1.000000
-0.875000,10.000000,-0.020000,-0.658076,0.000000,1.000000
-0.875000,10.000000,0.090000,-0.939754,0.000000,1.000000
-0.875000,10.000000,0.000000,-0.775672,0.000000,1.000000
-0.875000,10.000000,0.100000,-0.954943,0.000000,1.000000
-0.875000,10.000000,0.070000,-0.909348,0.000000,1.000000
-1.125000,100.000000,0.040000,-1.480122,0.000000,1.000000
-1.125000,100.000000,0.070000,-1.831410,0.000000,1.000000
-1.125000,100.000000,0.100000,-2.119051,0.000000,1.000000
-1.125000,100.000000,0.080000,-1.929381,0.000000,1.000000
-1.125000,100.000000,0.060000,-1.724113,0.000000,1.000000
-0.875000,25.000000,-0.010000,-0.612946,0.000000,1.000000
-0.875000,25.000000,0.010000,-0.837678,0.000000,1.000000
-0.875000,25.000000,0.000000,-0.775503,0.000000,1.000000
-0.875000,100.000000,-0.100000,nan,0.000000,5.000000
-0.875000,25.000000,0.020000,-0.890829,0.000000,1.000000
-1.125000,100.000000,0.090000,-2.026438,0.000000,1.000000
-0.875000,25.000000,-0.020000,-0.367424,0.000000,1.000000
-0.875000,100.000000,-0.090000,nan,0.000000,5.000000
-0.875000,25.000000,0.050000,-1.017127,0.000000,1.000000
-0.875000,25.000000,0.060000,-1.053439,0.000000,1.000000
-0.875000,25.000000,0.100000,-1.182302,0.000000,1.000000
-0.875000,25.000000,0.080000,-1.121479,0.000000,1.000000
-0.875000,25.000000,0.040000,-0.978945,0.000000,1.000000
-0.625000,10.000000,-0.100000,nan,0.000000,5.000000
-0.875000,100.000000,-0.080000,nan,0.000000,5.000000
-0.875000,25.000000,0.030000,-0.935292,0.000000,1.000000
-0.875000,25.000000,0.070000,-1.089733,0.000000,1.000000
-0.625000,10.000000,-0.090000,nan,0.000000,5.000000
-0.875000,100.000000,-0.070000,nan,0.000000,5.000000
-0.875000,100.000000,-0.060000,nan,0.000000,5.000000
-0.875000,25.000000,0.090000,-1.152259,0.000000,1.000000
-0.875000,100.000000,-0.040000,nan,0.000000,5.000000
-0.875000,100.000000,-0.050000,nan,0.000000,5.000000
-0.875000,100.000000,-0.010000,nan,0.000000,5.000000
-0.875000,100.000000,-0.030000,nan,0.000000,5.000000
-0.875000,100.000000,-0.020000,nan,0.000000,5.000000
-0.875000,50.000000,0.010000,-0.891895,0.000000,1.000000
-0.875000,50.000000,-0.010000,-0.357758,0.000000,1.000000
-0.875000,50.000000,0.080000,-1.358557,0.000000,1.000000
-0.625000,25.000000,-0.090000,nan,0.000000,5.000000
-0.875000,50.000000,0.020000,-0.984924,0.000000,1.000000
-0.875000,50.000000,0.000000,-0.770629,0.000000,1.000000
-0.875000,50.000000,0.070000,-1.305139,0.000000,1.000000
-0.625000,25.000000,-0.100000,nan,0.000000,5.000000
-0.625000,25.000000,-0.080000,nan,0.000000,5.000000
-0.625000,25.000000,-0.070000,nan,0.000000,5.000000
-0.875000,50.000000,0.060000,-1.254499,0.000000,1.000000
-0.875000,50.000000,0.030000,-1.064813,0.000000,1.000000
-0.875000,50.000000,0.050000,-1.196991,0.000000,1.000000
-0.625000,25.000000,-0.050000,nan,0.000000,5.000000
-0.875000,50.000000,0.100000,-1.451317,0.000000,1.000000
-0.875000,50.000000,0.040000,-1.133888,0.000000,1.000000
-0.875000,50.000000,0.090000,-1.404860,0.000000,1.000000
-0.625000,25.000000,-0.040000,nan,0.000000,5.000000
-0.625000,25.000000,-0.060000,nan,0.000000,5.000000
-0.625000,10.000000,-0.080000,-0.108297,0.000000,1.000000
-0.625000,50.000000,-0.090000,nan,0.000000,5.000000
-0.625000,50.000000,-0.100000,nan,0.000000,5.000000
-0.625000,10.000000,-0.040000,-0.614814,0.000000,1.000000
-0.625000,50.000000,-0.080000,nan,0.000000,5.000000
-0.625000,50.000000,-0.060000,nan,0.000000,5.000000
-0.625000,50.000000,-0.040000,nan,0.000000,5.000000
-0.625000,10.000000,-0.070000,-0.322657,0.000000,1.000000
-0.625000,50.000000,-0.020000,nan,0.000000,5.000000
-0.625000,10.000000,-0.030000,-0.679996,0.000000,1.000000
-0.625000,50.000000,-0.050000,nan,0.000000,5.000000
-0.625000,50.000000,-0.070000,nan,0.000000,5.000000
-0.625000,10.000000,0.030000,-0.883551,0.000000,1.000000
-0.625000,10.000000,-0.060000,-0.447086,0.000000,1.000000
-0.625000,10.000000,-0.020000,-0.741220,0.000000,1.000000
-0.625000,10.000000,0.010000,-0.856668,0.000000,1.000000
-0.625000,10.000000,0.020000,-0.870007,0.000000,1.000000
-0.625000,10.000000,0.070000,-0.929462,0.000000,1.000000
-0.625000,10.000000,-0.050000,-0.539375,0.000000,1.000000
-0.625000,50.000000,-0.030000,nan,0.000000,5.000000
-0.625000,10.000000,-0.010000,-0.791723,0.000000,1.000000
-0.625000,10.000000,0.040000,-0.895182,0.000000,1.000000
-0.625000,10.000000,0.050000,-0.907548,0.000000,1.000000
-0.625000,10.000000,0.090000,-0.950549,0.000000,1.000000
-0.875000,100.000000,0.000000,-0.767611,0.000000,1.000000
-0.625000,10.000000,0.060000,-0.918705,0.000000,1.000000
-0.625000,10.000000,0.100000,-0.960324,0.000000,1.000000
-0.625000,10.000000,0.000000,-0.842215,0.000000,1.000000
-0.625000,10.000000,0.080000,-0.939820,0.000000,1.000000
-0.875000,100.000000,0.020000,-1.135647,0.000000,1.000000
-0.875000,100.000000,0.010000,-0.984738,0.000000,1.000000
-0.875000,100.000000,0.040000,-1.366187,0.000000,1.000000
-0.875000,100.000000,0.080000,-1.699267,0.000000,1.000000
-0.875000,100.000000,0.060000,-1.547461,0.000000,1.000000
-0.875000,100.000000,0.070000,-1.625618,0.000000,1.000000
-0.875000,100.000000,0.050000,-1.461171,0.000000,1.000000
-0.875000,100.000000,0.090000,-1.767952,0.000000,1.000000
-0.625000,25.000000,-0.030000,-0.105395,0.000000,1.000000
-0.625000,25.000000,-0.010000,-0.699904,0.000000,1.000000
-0.625000,25.000000,0.000000,-0.838016,0.000000,1.000000
-0.625000,25.000000,0.010000,-0.882058,0.000000,1.000000
-0.625000,25.000000,0.020000,-0.920238,0.000000,1.000000
-0.875000,100.000000,0.100000,-1.835480,0.000000,1.000000
-0.875000,100.000000,0.030000,-1.258914,0.000000,1.000000
-0.625000,25.000000,0.050000,-1.009277,0.000000,1.000000
-0.625000,25.000000,0.040000,-0.981020,0.000000,1.000000
-0.625000,25.000000,0.070000,-1.059337,0.000000,1.000000
-0.625000,25.000000,0.090000,-1.102352,0.000000,1.000000
-0.625000,25.000000,0.080000,-1.081149,0.000000,1.000000
-0.625000,25.000000,0.060000,-1.034669,0.000000,1.000000
-0.625000,25.000000,0.030000,-0.951777,0.000000,1.000000
-0.625000,25.000000,-0.020000,-0.511872,0.000000,1.000000
-0.625000,25.000000,0.100000,-1.121885,0.000000,1.000000
-0.625000,100.000000,-0.090000,nan,0.000000,5.000000
-0.625000,100.000000,-0.030000,nan,0.000000,5.000000
-0.375000,10.000000,-0.100000,nan,0.000000,5.000000
-0.625000,100.000000,-0.060000,nan,0.000000,5.000000
-0.625000,100.000000,-0.040000,nan,0.000000,5.000000
-0.625000,100.000000,-0.100000,nan,0.000000,5.000000
-0.625000,100.000000,-0.080000,nan,0.000000,5.000000
-0.625000,100.000000,-0.020000,nan,0.000000,5.000000
-0.625000,100.000000,-0.050000,nan,0.000000,5.000000
-0.625000,100.000000,-0.010000,nan,0.000000,5.000000
-0.625000,100.000000,-0.070000,nan,0.000000,5.000000
-0.625000,50.000000,0.020000,-0.987257,0.000000,1.000000
-0.625000,50.000000,0.010000,-0.921429,0.000000,1.000000
-0.625000,50.000000,0.060000,-1.176457,0.000000,1.000000
-0.625000,50.000000,-0.010000,-0.499687,0.000000,1.000000
-0.625000,50.000000,0.000000,-0.835070,0.000000,1.000000
-0.625000,50.000000,0.090000,-1.280026,0.000000,1.000000
-0.625000,50.000000,0.030000,-1.043284,0.000000,1.000000
-0.375000,25.000000,-0.100000,nan,0.000000,5.000000
-0.625000,50.000000,0.040000,-1.091619,0.000000,1.000000
-0.625000,50.000000,0.050000,-1.135775,0.000000,1.000000
-0.375000,25.000000,-0.080000,nan,0.000000,5.000000
-0.375000,25.000000,-0.070000,nan,0.000000,5.000000
-0.375000,25.000000,-0.090000,nan,0.000000,5.000000
-0.375000,25.000000,-0.050000,nan,0.000000,5.000000
-0.625000,50.000000,0.080000,-1.247192,0.000000,1.000000
-0.625000,50.000000,0.070000,-1.212856,0.000000,1.000000
-0.375000,25.000000,-0.060000,nan,0.000000,5.000000
-0.375000,25.000000,-0.040000,nan,0.000000,5.000000
-0.625000,50.000000,0.100000,-1.310464,0.000000,1.000000
-0.375000,10.000000,-0.090000,-0.248988,0.000000,1.000000
-0.375000,10.000000,-0.060000,-0.589934,0.000000,1.000000
-0.375000,10.000000,-0.050000,-0.659245,0.000000,1.000000
-0.375000,10.000000,-0.080000,-0.411546,0.000000,1.000000
-0.375000,50.000000,-0.100000,nan,0.000000,5.000000
-0.375000,10.000000,-0.070000,-0.510300,0.000000,1.000000
-0.375000,50.000000,-0.080000,nan,0.000000,5.000000
-0.375000,10.000000,-0.030000,-0.772115,0.000000,1.000000
-0.375000,50.000000,-0.050000,nan,0.000000,5.000000
-0.375000,10.000000,-0.040000,-0.719295,0.000000,1.000000
-0.375000,50.000000,-0.060000,nan,0.000000,5.000000
-0.375000,50.000000,-0.090000,nan,0.000000,5.000000
-0.375000,50.000000,-0.040000,nan,0.000000,5.000000
-0.375000,50.000000,-0.030000,nan,0.000000,5.000000
-0.375000,10.000000,0.030000,-0.925462,0.000000,1.000000
-0.375000,50.000000,-0.070000,nan,0.000000,5.000000
-0.375000,10.000000,0.010000,-0.912758,0.000000,1.000000
-0.375000,10.000000,-0.010000,-0.864836,0.000000,1.000000
-0.375000,10.000000,0.000000,-0.904421,0.000000,1.000000
-0.375000,10.000000,-0.020000,-0.819784,0.000000,1.000000
-0.375000,10.000000,0.020000,-0.919561,0.000000,1.000000
-0.375000,10.000000,0.040000,-0.932906,0.000000,1.000000
-0.625000,100.000000,0.000000,-0.833467,0.000000,1.000000
-0.625000,100.000000,0.070000,-1.430682,0.000000,1.000000
-0.625000,100.000000,0.010000,-0.988590,0.000000,1.000000
-0.375000,10.000000,0.060000,-0.944696,0.000000,1.000000
-0.375000,50.000000,-0.020000,nan,0.000000,5.000000
-0.625000,100.000000,0.100000,-1.568845,0.000000,1.000000
-0.625000,100.000000,0.080000,-1.478439,0.000000,1.000000
-0.375000,10.000000,0.080000,-0.954529,0.000000,1.000000
-0.625000,100.000000,0.090000,-1.525683,0.000000,1.000000
-0.375000,10.000000,0.070000,-0.950087,0.000000,1.000000
-0.625000,100.000000,0.050000,-1.319904,0.000000,1.000000
-0.625000,100.000000,0.040000,-1.255247,0.000000,1.000000
-0.375000,10.000000,0.090000,-0.960704,0.000000,1.000000
-0.375000,10.000000,0.100000,-0.965770,0.000000,1.000000
-0.625000,100.000000,0.060000,-1.377811,0.000000,1.000000
-0.625000,100.000000,0.030000,-1.181819,0.000000,1.000000
-0.375000,10.000000,0.050000,-0.938552,0.000000,1.000000
-0.625000,100.000000,0.020000,-1.096090,0.000000,1.000000
-0.375000,25.000000,-0.030000,-0.415525,0.000000,1.000000
-0.375000,25.000000,-0.010000,-0.787850,0.000000,1.000000
-0.375000,25.000000,-0.020000,-0.633270,0.000000,1.000000
-0.375000,25.000000,0.030000,-0.967214,0.000000,1.000000
-0.375000,25.000000,0.000000,-0.901962,0.000000,1.000000
-0.375000,25.000000,0.010000,-0.927854,0.000000,1.000000
-0.375000,25.000000,0.050000,-0.999785,0.000000,1.000000
-0.375000,25.000000,0.020000,-0.948026,0.000000,1.000000
-0.375000,25.000000,0.060000,-1.014160,0.000000,1.000000
-0.375000,25.000000,0.040000,-0.984436,0.000000,1.000000
-0.375000,25.000000,0.090000,-1.053275,0.000000,1.000000
-0.375000,25.000000,0.070000,-1.028227,0.000000,1.000000
-0.375000,100.000000,-0.070000,nan,0.000000,5.000000
-0.375000,100.000000,-0.090000,nan,0.000000,5.000000
-0.375000,100.000000,-0.020000,nan,0.000000,5.000000
-0.375000,25.000000,0.100000,-1.064687,0.000000,1.000000
-0.375000,100.000000,-0.100000,nan,0.000000,5.000000
-0.375000,100.000000,-0.030000,nan,0.000000,5.000000
-0.375000,100.000000,-0.050000,nan,0.000000,5.000000
-0.375000,100.000000,-0.080000,nan,0.000000,5.000000
-0.375000,100.000000,-0.040000,nan,0.000000,5.000000
-0.375000,25.000000,0.080000,-1.040944,0.000000,1.000000
-0.375000,100.000000,-0.060000,nan,0.000000,5.000000
-0.375000,50.000000,-0.010000,-0.631275,0.000000,1.000000
-0.375000,50.000000,0.010000,-0.951304,0.000000,1.000000
-0.375000,100.000000,-0.010000,nan,0.000000,5.000000
-0.375000,50.000000,0.020000,-0.990116,0.000000,1.000000
-0.125000,25.000000,-0.090000,nan,0.000000,5.000000
-0.375000,50.000000,0.070000,-1.120628,0.000000,1.000000
-0.375000,50.000000,0.040000,-1.050664,0.000000,1.000000
-0.125000,25.000000,-0.100000,nan,0.000000,5.000000
-0.125000,25.000000,-0.070000,nan,0.000000,5.000000
-0.375000,50.000000,0.060000,-1.098941,0.000000,1.000000
-0.375000,50.000000,0.000000,-0.901934,0.000000,1.000000
-0.125000,25.000000,-0.060000,nan,0.000000,5.000000
-0.375000,50.000000,0.050000,-1.075868,0.000000,1.000000
-0.125000,25.000000,-0.080000,nan,0.000000,5.000000
-0.375000,50.000000,0.030000,-1.022161,0.000000,1.000000
-0.375000,50.000000,0.080000,-1.139425,0.000000,1.000000
-0.125000,25.000000,-0.050000,nan,0.000000,5.000000
-0.375000,50.000000,0.090000,-1.158347,0.000000,1.000000
-0.125000,50.000000,-0.090000,nan,0.000000,5.000000
-0.125000,10.000000,-0.070000,-0.667387,0.000000,1.000000
-0.125000,10.000000,-0.090000,-0.519778,0.000000,1.000000
-0.125000,10.000000,-0.030000,-0.859704,0.000000,1.000000
-0.125000,50.000000,-0.080000,nan,0.000000,5.000000
-0.125000,50.000000,-0.100000,nan,0.000000,5.000000
-0.125000,10.000000,-0.060000,-0.720118,0.000000,1.000000
-0.125000,10.000000,0.000000,-0.967619,0.000000,1.000000
-0.375000,50.000000,0.100000,-1.174600,0.000000,1.000000
-0.125000,10.000000,0.030000,-0.968849,0.000000,1.000000
-0.125000,10.000000,-0.050000,-0.772663,0.000000,1.000000
-0.125000,10.000000,0.020000,-0.967746,0.000000,1.000000
-0.125000,10.000000,-0.040000,-0.819402,0.000000,1.000000
-0.125000,50.000000,-0.050000,nan,0.000000,5.000000
-0.125000,10.000000,-0.020000,-0.898894,0.000000,1.000000
-0.125000,10.000000,-0.080000,-0.601134,0.000000,1.000000
-0.125000,10.000000,-0.100000,-0.419427,0.000000,1.000000
-0.125000,10.000000,0.010000,-0.967187,0.000000,1.000000
-0.125000,10.000000,0.070000,-0.969735,0.000000,1.000000
-0.125000,10.000000,-0.010000,-0.935496,0.000000,1.000000
-0.125000,10.000000,0.040000,-0.969232,0.000000,1.000000
-0.125000,50.000000,-0.060000,nan,0.000000,5.000000
-0.125000,50.000000,-0.040000,nan,0.000000,5.000000
-0.125000,50.000000,-0.070000,nan,0.000000,5.000000
-0.125000,10.000000,0.060000,-0.969951,0.000000,1.000000
-0.125000,10.000000,0.080000,-0.970304,0.000000,1.000000
-0.125000,50.000000,-0.030000,nan,0.000000,5.000000
-0.375000,100.000000,0.000000,-0.897525,0.000000,1.000000
-0.125000,10.000000,0.090000,-0.970882,0.000000,1.000000
-0.125000,10.000000,0.050000,-0.969541,0.000000,1.000000
-0.375000,100.000000,0.040000,-1.146868,0.000000,1.000000
-0.125000,10.000000,0.100000,-0.970440,0.000000,1.000000
-0.375000,100.000000,0.030000,-1.104841,0.000000,1.000000
-0.125000,25.000000,-0.030000,-0.598488,0.000000,1.000000
-0.375000,100.000000,0.020000,-1.054776,0.000000,1.000000
-0.125000,25.000000,-0.040000,-0.327264,0.000000,1.000000
-0.125000,25.000000,0.000000,-0.966333,0.000000,1.000000
-0.375000,100.000000,0.080000,-1.272607,0.000000,1.000000
-0.125000,25.000000,0.010000,-0.972648,0.000000,1.000000
-0.125000,25.000000,-0.020000,-0.757178,0.000000,1.000000
-0.375000,100.000000,0.010000,-0.990870,0.000000,1.000000
-0.125000,100.000000,-0.100000,nan,0.000000,5.000000
-0.125000,25.000000,0.020000,-0.977411,0.000000,1.000000
-0.125000,25.000000,0.050000,-0.990690,0.000000,1.000000
-0.125000,25.000000,-0.010000,-0.872816,0.000000,1.000000
-0.375000,100.000000,0.050000,-1.183584,0.000000,1.000000
-0.375000,100.000000,0.070000,-1.245794,0.000000,1.000000
-0.375000,100.000000,0.060000,-1.216278,0.000000,1.000000
-0.375000,100.000000,0.100000,-1.321209,0.000000,1.000000
-0.125000,25.000000,0.030000,-0.982638,0.000000,1.000000
-0.125000,25.000000,0.040000,-0.986788,0.000000,1.000000
-0.125000,100.000000,-0.070000,nan,0.000000,5.000000
-0.375000,100.000000,0.090000,-1.297638,0.000000,1.000000
-0.125000,100.000000,-0.090000,nan,0.000000,5.000000
-0.125000,25.000000,0.070000,-0.997807,0.000000,1.000000
-0.125000,25.000000,0.080000,-1.001231,0.000000,1.000000
-0.125000,100.000000,-0.040000,nan,0.000000,5.000000
-0.125000,100.000000,-0.060000,nan,0.000000,5.000000
-0.125000,100.000000,-0.080000,nan,0.000000,5.000000
-0.125000,100.000000,-0.030000,nan,0.000000,5.000000
-0.125000,25.000000,0.060000,-0.994763,0.000000,1.000000
-0.125000,100.000000,-0.020000,nan,0.000000,5.000000
-0.125000,100.000000,-0.050000,nan,0.000000,5.000000
-0.125000,50.000000,0.000000,-0.964399,0.000000,1.000000
-0.125000,25.000000,0.090000,-1.004245,0.000000,1.000000
-0.125000,50.000000,0.010000,-0.979973,0.000000,1.000000
-0.125000,25.000000,0.100000,-1.006323,0.000000,1.000000
-0.125000,50.000000,-0.010000,-0.750463,0.000000,1.000000
-0.125000,50.000000,0.040000,-1.009735,0.000000,1.000000
0.125000,25.000000,-0.080000,nan,0.000000,5.000000
-0.125000,50.000000,-0.020000,-0.283599,0.000000,1.000000
0.125000,25.000000,-0.070000,nan,0.000000,5.000000
0.125000,25.000000,-0.100000,nan,0.000000,5.000000
-0.125000,50.000000,0.030000,-1.001305,0.000000,1.000000
0.125000,25.000000,-0.060000,nan,0.000000,5.000000
0.125000,25.000000,-0.090000,nan,0.000000,5.000000
-0.125000,50.000000,0.050000,-1.017008,0.000000,1.000000
-0.125000,50.000000,0.020000,-0.990829,0.000000,1.000000
-0.125000,50.000000,0.060000,-1.023561,0.000000,1.000000
-0.125000,50.000000,0.080000,-1.035238,0.000000,1.000000
0.125000,10.000000,-0.080000,-0.759720,0.000000,1.000000
-0.125000,50.000000,0.070000,-1.029610,0.000000,1.000000
-0.125000,50.000000,0.090000,-1.040526,0.000000,1.000000
-0.125000,50.000000,0.100000,-1.045731,0.000000,1.000000
0.125000,10.000000,-0.060000,-0.845270,0.000000,1.000000
0.125000,10.000000,-0.070000,-0.805580,0.000000,1.000000
0.125000,10.000000,-0.040000,-0.916690,0.000000,1.000000
0.125000,10.000000,-0.090000,-0.710795,0.000000,1.000000
0.125000,10.000000,-0.100000,-0.651981,0.000000,1.000000
0.125000,50.000000,-0.100000,nan,0.000000,5.000000
0.125000,50.000000,-0.090000,nan,0.000000,5.000000
0.125000,50.000000,-0.070000,nan,0.000000,5.000000
0.125000,50.000000,-0.080000,nan,0.000000,5.000000
0.125000,10.000000,-0.050000,-0.883371,0.000000,1.000000
0.125000,10.000000,-0.030000,-0.948279,0.000000,1.000000
0.125000,10.000000,-0.010000,-1.005139,0.000000,1.000000
0.125000,10.000000,0.020000,-1.016227,0.000000,1.000000
-0.125000,100.000000,0.020000,-1.012817,0.000000,1.000000
0.125000,10.000000,0.030000,-1.011232,0.000000,1.000000
0.125000,50.000000,-0.060000,nan,0.000000,5.000000
0.125000,10.000000,0.010000,-1.023819,0.000000,1.000000
0.125000,50.000000,-0.040000,nan,0.000000,5.000000
0.125000,10.000000,-0.020000,-0.977996,0.000000,1.000000
-0.125000,100.000000,0.050000,-1.052594,0.000000,1.000000
-0.125000,100.000000,0.010000,-0.991331,0.000000,1.000000
0.125000,10.000000,0.040000,-1.005002,0.000000,1.000000
0.125000,10.000000,0.060000,-0.995098,0.000000,1.000000
0.125000,50.000000,-0.050000,nan,0.000000,5.000000
-0.125000,100.000000,0.080000,-1.079218,0.000000,1.000000
0.125000,50.000000,-0.030000,nan,0.000000,5.000000
0.125000,10.000000,0.050000,-0.999510,0.000000,1.000000
0.125000,10.000000,0.070000,-0.989967,0.000000,1.000000
0.125000,10.000000,0.080000,-0.985112,0.000000,1.000000
0.125000,10.000000,0.100000,-0.975817,0.000000,1.000000
0.125000,10.000000,0.000000,-1.029014,0.000000,1.000000
0.125000,25.000000,-0.050000,-0.312358,0.000000,1.000000
0.125000,25.000000,-0.030000,-0.761746,0.000000,1.000000
0.125000,25.000000,0.000000,-1.028426,0.000000,1.000000
0.125000,25.000000,0.010000,-1.017028,0.000000,1.000000
0.125000,10.000000,0.090000,-0.980650,0.000000,1.000000
0.125000,25.000000,-0.010000,-0.957670,0.000000,1.000000
-0.125000,100.000000,-0.010000,-0.261972,0.000000,1.000000
0.125000,25.000000,0.050000,-0.980941,0.000000,1.000000
-0.125000,100.000000,0.070000,-1.071258,0.000000,1.000000
0.125000,25.000000,-0.020000,-0.870050,0.000000,1.000000
-0.125000,100.000000,0.000000,-0.962260,0.000000,1.000000
-0.125000,100.000000,0.040000,-1.041703,0.000000,1.000000
-0.125000,100.000000,0.060000,-1.062402,0.000000,1.000000
0.125000,25.000000,0.030000,-0.996793,0.000000,1.000000
0.125000,25.000000,0.020000,-1.006246,0.000000,1.000000
-0.125000,100.000000,0.030000,-1.028217,0.000000,1.000000
-0.125000,100.000000,0.100000,-1.093208,0.000000,1.000000
-0.125000,100.000000,0.090000,-1.086659,0.000000,1.000000
0.125000,25.000000,-0.040000,-0.607730,0.000000,1.000000
0.125000,25.000000,0.040000,-0.988470,0.000000,1.000000
0.125000,25.000000,0.060000,-0.974423,0.000000,1.000000
0.125000,25.000000,0.070000,-0.966990,0.000000,1.000000
0.125000,100.000000,-0.050000,nan,0.000000,5.000000
0.125000,100.000000,-0.090000,nan,0.000000,5.000000
0.125000,100.000000,-0.080000,nan,0.000000,5.000000
0.125000,100.000000,-0.060000,nan,0.000000,5.000000
0.125000,25.000000,0.080000,-0.961345,0.000000,1.000000
0.125000,100.000000,-0.040000,nan,0.000000,5.000000
0.125000,100.000000,-0.070000,nan,0.000000,5.000000
0.125000,25.000000,0.100000,-0.950012,0.000000,1.000000
0.125000,25.000000,0.090000,-0.955901,0.000000,1.000000
0.125000,100.000000,-0.100000,nan,0.000000,5.000000
0.125000,100.000000,-0.020000,nan,0.000000,5.000000
0.125000,100.000000,-0.030000,nan,0.000000,5.000000
0.125000,50.000000,0.000000,-1.026450,0.000000,1.000000
0.375000,25.000000,-0.080000,nan,0.000000,5.000000
0.375000,25.000000,-0.100000,nan,0.000000,5.000000
0.375000,25.000000,-0.090000,nan,0.000000,5.000000
0.375000,25.000000,-0.070000,nan,0.000000,5.000000
0.125000,50.000000,-0.010000,-0.867510,0.000000,1.000000
0.125000,50.000000,0.010000,-1.007775,0.000000,1.000000
0.125000,50.000000,-0.020000,-0.592388,0.000000,1.000000
0.125000,50.000000,0.030000,-0.979546,0.000000,1.000000
0.125000,50.000000,0.040000,-0.967852,0.000000,1.000000
0.125000,50.000000,0.060000,-0.949782,0.000000,1.000000
0.125000,50.000000,0.020000,-0.992317,0.000000,1.000000
0.125000,50.000000,0.050000,-0.958485,0.000000,1.000000
0.125000,50.000000,0.090000,-0.927907,0.000000,1.000000
0.125000,50.000000,0.100000,-0.921712,0.000000,1.000000
0.125000,50.000000,0.080000,-0.934594,0.000000,1.000000
0.125000,50.000000,0.070000,-0.941760,0.000000,1.000000
0.375000,10.000000,-0.100000,-0.841658,0.000000,1.000000
0.375000,50.000000,-0.100000,nan,0.000000,5.000000
0.375000,10.000000,-0.090000,-0.876908,0.000000,1.000000
0.375000,10.000000,-0.030000,-1.036062,0.000000,1.000000
0.375000,50.000000,-0.080000,nan,0.000000,5.000000
0.375000,10.000000,-0.080000,-0.909011,0.000000,1.000000
0.375000,50.000000,-0.070000,nan,0.000000,5.000000
0.375000,10.000000,-0.070000,-0.938076,0.000000,1.000000
0.375000,10.000000,-0.010000,-1.075593,0.000000,1.000000
0.375000,10.000000,-0.050000,-0.990264,0.000000,1.000000
0.375000,10.000000,-0.020000,-1.055486,0.000000,1.000000
0.375000,10.000000,-0.060000,-0.964847,0.000000,1.000000
0.375000,10.000000,-0.040000,-1.013225,0.000000,1.000000
0.375000,50.000000,-0.090000,nan,0.000000,5.000000
0.375000,10.000000,0.010000,-1.079339,0.000000,1.000000
0.375000,50.000000,-0.060000,nan,0.000000,5.000000
0.375000,10.000000,0.040000,-1.041064,0.000000,1.000000
0.375000,10.000000,0.030000,-1.053392,0.000000,1.000000
0.375000,50.000000,-0.050000,nan,0.000000,5.000000
0.375000,10.000000,0.060000,-1.019107,0.000000,1.000000
0.375000,10.000000,0.070000,-1.009856,0.000000,1.000000
0.125000,100.000000,0.070000,-0.908665,0.000000,1.000000
0.375000,50.000000,-0.040000,nan,0.000000,5.000000
0.375000,10.000000,0.020000,-1.065448,0.000000,1.000000
0.125000,100.000000,0.030000,-0.953713,0.000000,1.000000
0.125000,100.000000,0.010000,-0.992561,0.000000,1.000000
0.375000,10.000000,0.000000,-1.092922,0.000000,1.000000
0.375000,10.000000,0.100000,-0.980132,0.000000,1.000000
0.375000,10.000000,0.080000,-0.999068,0.000000,1.000000
0.375000,10.000000,0.050000,-1.030828,0.000000,1.000000
0.125000,100.000000,0.050000,-0.927580,0.000000,1.000000
0.125000,100.000000,0.000000,-1.024762,0.000000,1.000000
0.375000,10.000000,0.090000,-0.990416,0.000000,1.000000
0.375000,25.000000,-0.060000,-0.459381,0.000000,1.000000
0.375000,25.000000,-0.050000,-0.683427,0.000000,1.000000
0.125000,100.000000,0.020000,-0.970280,0.000000,1.000000
0.125000,100.000000,0.060000,-0.917523,0.000000,1.000000
0.125000,100.000000,0.080000,-0.900436,0.000000,1.000000
0.375000,25.000000,-0.030000,-0.909500,0.000000,1.000000
0.125000,100.000000,-0.010000,-0.580558,0.000000,1.000000
0.375000,25.000000,-0.010000,-1.042219,0.000000,1.000000
0.125000,100.000000,0.100000,-0.886141,0.000000,1.000000
0.125000,100.000000,0.040000,-0.939796,0.000000,1.000000
0.375000,25.000000,-0.040000,-0.815717,0.000000,1.000000
0.375000,25.000000,0.020000,-1.033757,0.000000,1.000000
0.375000,25.000000,0.000000,-1.089239,0.000000,1.000000
0.375000,25.000000,0.040000,-0.989986,0.000000,1.000000
0.375000,25.000000,-0.020000,-0.982314,0.000000,1.000000
0.125000,100.000000,0.090000,-0.893101,0.000000,1.000000
0.375000,25.000000,0.050000,-0.971253,0.000000,1.000000
0.375000,25.000000,0.030000,-1.011677,0.000000,1.000000
0.375000,25.000000,0.010000,-1.061417,0.000000,1.000000
