alpha,N_species,w,mean_leading_eigenvalue,extinction_counter, attempt_counter
-1.875000,50.000000,0.300000,-0.556121,0.000000,1.000000
-1.875000,50.000000,0.250000,-0.634790,0.000000,1.000000
-1.875000,50.000000,0.100000,-0.997512,0.000000,1.000000
-1.875000,50.000000,0.500000,-0.350891,0.000000,1.000000
-1.875000,50.000000,0.350000,-0.491645,0.000000,1.000000
-1.875000,50.000000,0.650000,-0.260784,0.000000,1.000000
-1.875000,50.000000,0.950000,-0.154642,0.000000,1.000000
-1.875000,50.000000,0.450000,-0.390496,0.000000,1.000000
-1.875000,50.000000,0.400000,-0.435455,0.000000,1.000000
-1.875000,50.000000,0.800000,-0.198791,0.000000,1.000000
-1.875000,50.000000,0.850000,-0.181726,0.000000,1.000000
-1.875000,50.000000,0.600000,-0.286892,0.000000,1.000000
-1.875000,50.000000,0.900000,-0.167988,0.000000,1.000000
-1.875000,50.000000,1.000000,-0.142503,0.000000,1.000000
-1.875000,50.000000,0.750000,-0.217315,0.000000,1.000000
-1.625000,10.000000,0.000000,-0.783008,0.000000,1.000000
-1.625000,10.000000,0.250000,-0.646103,0.000000,1.000000
-1.625000,10.000000,0.200000,-0.671872,0.000000,1.000000
-1.625000,10.000000,0.300000,-0.622371,0.000000,1.000000
-1.625000,10.000000,0.150000,-0.697388,0.000000,1.000000
-1.625000,10.000000,0.100000,-0.724348,0.000000,1.000000
-1.875000,100.000000,0.000000,-2.069506,0.000000,1.000000
-1.625000,10.000000,0.050000,-0.752839,0.000000,1.000000
-1.875000,100.000000,0.250000,-0.533077,0.000000,1.000000
-1.875000,100.000000,0.100000,-1.063558,0.000000,1.000000
-1.625000,10.000000,0.650000,-0.483320,0.000000,1.000000
-1.625000,10.000000,0.400000,-0.577919,0.000000,1.000000
-1.875000,100.000000,0.950000,-0.089125,0.000000,1.000000
-1.625000,10.000000,0.600000,-0.500492,0.000000,1.000000
-1.875000,100.000000,0.050000,-1.438850,0.000000,1.000000
-1.875000,100.000000,0.550000,-0.212595,0.000000,1.000000
-1.875000,100.000000,0.450000,-0.277245,0.000000,1.000000
-1.875000,100.000000,0.350000,-0.374578,0.000000,1.000000
-1.875000,100.000000,0.600000,-0.188078,0.000000,1.000000
-1.875000,100.000000,0.150000,-0.819753,0.000000,1.000000
-1.625000,10.000000,0.500000,-0.539418,0.000000,1.000000
-1.875000,100.000000,0.850000,-0.109192,0.000000,1.000000
-1.875000,100.000000,0.400000,-0.320639,0.000000,1.000000
-1.875000,100.000000,0.200000,-0.652830,0.000000,1.000000
-1.875000,100.000000,0.750000,-0.134219,0.000000,1.000000
-1.875000,100.000000,0.700000,-0.149549,0.000000,1.000000
-1.625000,10.000000,0.550000,-0.518491,0.000000,1.000000
-1.875000,100.000000,0.300000,-0.443575,0.000000,1.000000
-1.875000,100.000000,0.500000,-0.241863,0.000000,1.000000
-1.875000,100.000000,0.650000,-0.167312,0.000000,1.000000
-1.875000,100.000000,0.900000,-0.098875,0.000000,1.000000
-1.625000,10.000000,0.450000,-0.557161,0.000000,1.000000
-1.875000,100.000000,0.800000,-0.120882,0.000000,1.000000
-1.625000,10.000000,0.350000,-0.599656,0.000000,1.000000
-1.875000,100.000000,1.000000,-0.081513,0.000000,1.000000
-1.625000,10.000000,1.000000,-0.382516,0.000000,1.000000
-1.625000,10.000000,0.700000,-0.466925,0.000000,1.000000
-1.625000,10.000000,0.850000,-0.421963,0.000000,1.000000
-1.625000,10.000000,0.800000,-0.437483,0.000000,1.000000
-1.625000,10.000000,0.750000,-0.451262,0.000000,1.000000
-1.625000,10.000000,0.950000,-0.395111,0.000000,1.000000
-1.625000,25.000000,0.250000,-0.668952,0.000000,1.000000
-1.625000,25.000000,0.050000,-0.946368,0.000000,1.000000
-1.625000,25.000000,0.000000,-1.044225,0.000000,1.000000
-1.625000,10.000000,0.900000,-0.408249,0.000000,1.000000
-1.625000,25.000000,0.150000,-0.791191,0.000000,1.000000
-1.625000,25.000000,0.100000,-0.864427,0.000000,1.000000
-1.625000,25.000000,0.200000,-0.727134,0.000000,1.000000
-1.625000,25.000000,0.650000,-0.378514,0.000000,1.000000
-1.625000,25.000000,0.350000,-0.572098,0.000000,1.000000
-1.625000,25.000000,0.550000,-0.430919,0.000000,1.000000
-1.625000,25.000000,0.600000,-0.403600,0.000000,1.000000
-1.625000,25.000000,0.900000,-0.280346,0.000000,1.000000
-1.625000,25.000000,0.700000,-0.355528,0.000000,1.000000
-1.625000,25.000000,0.450000,-0.495688,0.000000,1.000000
-1.625000,25.000000,0.800000,-0.313796,0.000000,1.000000
-1.625000,25.000000,0.950000,-0.264908,0.000000,1.000000
-1.625000,25.000000,0.500000,-0.461220,0.000000,1.000000
-1.625000,25.000000,0.300000,-0.617718,0.000000,1.000000
-1.625000,25.000000,1.000000,-0.250548,0.000000,1.000000
-1.625000,25.000000,0.750000,-0.335858,0.000000,1.000000
-1.625000,25.000000,0.850000,-0.297435,0.000000,1.000000
-1.625000,50.000000,0.100000,-0.969754,0.000000,1.000000
-1.625000,25.000000,0.400000,-0.532038,0.000000,1.000000
-1.625000,50.000000,0.050000,-1.148152,0.000000,1.000000
-1.625000,50.000000,0.200000,-0.719411,0.000000,1.000000
-1.625000,50.000000,0.000000,-1.380081,0.000000,1.000000
-1.625000,50.000000,0.300000,-0.556375,0.000000,1.000000
-1.625000,50.000000,0.150000,-0.830569,0.000000,1.000000
-1.625000,50.000000,0.350000,-0.494331,0.000000,1.000000
-1.625000,50.000000,0.250000,-0.630118,0.000000,1.000000
-1.625000,50.000000,0.450000,-0.398163,0.000000,1.000000
-1.625000,50.000000,0.400000,-0.442924,0.000000,1.000000
-1.625000,50.000000,1.000000,-0.158443,0.000000,1.000000
-1.625000,50.000000,0.550000,-0.327117,0.000000,1.000000
-1.625000,50.000000,0.650000,-0.273118,0.000000,1.000000
-1.625000,50.000000,0.600000,-0.298895,0.000000,1.000000
-1.625000,50.000000,0.500000,-0.360502,0.000000,1.000000
-1.625000,50.000000,0.750000,-0.231375,0.000000,1.000000
-1.625000,50.000000,0.850000,-0.197950,0.000000,1.000000
-1.625000,50.000000,0.700000,-0.251348,0.000000,1.000000
-1.625000,50.000000,0.800000,-0.213855,0.000000,1.000000
-1.375000,10.000000,0.050000,-0.785202,0.000000,1.000000
-1.375000,10.000000,0.100000,-0.756466,0.000000,1.000000
-1.375000,10.000000,0.000000,-0.816291,0.000000,1.000000
-1.625000,50.000000,0.900000,-0.183320,0.000000,1.000000
-1.375000,10.000000,0.200000,-0.705031,0.000000,1.000000
-1.625000,100.000000,0.000000,-1.914513,0.000000,1.000000
-1.625000,50.000000,0.950000,-0.170592,0.000000,1.000000
-1.375000,10.000000,0.250000,-0.680979,0.000000,1.000000
-1.375000,10.000000,0.150000,-0.730855,0.000000,1.000000
-1.625000,100.000000,0.500000,-0.245430,0.000000,1.000000
-1.625000,100.000000,0.150000,-0.784121,0.000000,1.000000
-1.375000,10.000000,0.350000,-0.636925,0.000000,1.000000
-1.375000,10.000000,0.450000,-0.595682,0.000000,1.000000
-1.375000,10.000000,0.400000,-0.615859,0.000000,1.000000
-1.375000,10.000000,0.500000,-0.576679,0.000000,1.000000
-1.375000,10.000000,0.300000,-0.658189,0.000000,1.000000
-1.375000,10.000000,0.550000,-0.558415,0.000000,1.000000
-1.375000,10.000000,0.600000,-0.540963,0.000000,1.000000
-1.625000,100.000000,0.250000,-0.518837,0.000000,1.000000
-1.625000,100.000000,0.650000,-0.174001,0.000000,1.000000
-1.375000,10.000000,0.750000,-0.493049,0.000000,1.000000
-1.625000,100.000000,0.600000,-0.194032,0.000000,1.000000
-1.625000,100.000000,0.450000,-0.279038,0.000000,1.000000
-1.625000,100.000000,0.550000,-0.217359,0.000000,1.000000
-1.625000,100.000000,0.200000,-0.630050,0.000000,1.000000
-1.625000,100.000000,0.700000,-0.156942,0.000000,1.000000
-1.375000,10.000000,0.650000,-0.523185,0.000000,1.000000
-1.375000,10.000000,0.850000,-0.464426,0.000000,1.000000
-1.625000,100.000000,1.000000,-0.090908,0.000000,1.000000
-1.625000,100.000000,0.100000,-1.006049,0.000000,1.000000
-1.375000,10.000000,0.700000,-0.508395,0.000000,1.000000
-1.625000,100.000000,0.800000,-0.129185,0.000000,1.000000
-1.375000,10.000000,0.800000,-0.478430,0.000000,1.000000
-1.625000,100.000000,0.850000,-0.117840,0.000000,1.000000
-1.625000,100.000000,0.300000,-0.434931,0.000000,1.000000
-1.625000,100.000000,0.350000,-0.370990,0.000000,1.000000
-1.625000,100.000000,0.400000,-0.320070,0.000000,1.000000
-1.625000,100.000000,0.900000,-0.107959,0.000000,1.000000
-1.375000,25.000000,0.050000,-0.944790,0.000000,1.000000
-1.625000,100.000000,0.750000,-0.142098,0.000000,1.000000
-1.625000,100.000000,0.950000,-0.098887,0.000000,1.000000
-1.625000,100.000000,0.050000,-1.347139,0.000000,1.000000
-1.375000,10.000000,1.000000,-0.426085,0.000000,1.000000
-1.375000,10.000000,0.900000,-0.451003,0.000000,1.000000
-1.375000,25.000000,0.000000,-1.037373,0.000000,1.000000
-1.375000,10.000000,0.950000,-0.436933,0.000000,1.000000
-1.375000,25.000000,0.150000,-0.796812,0.000000,1.000000
-1.375000,25.000000,0.100000,-0.866295,0.000000,1.000000
-1.375000,25.000000,0.200000,-0.735466,0.000000,1.000000
-1.375000,25.000000,0.300000,-0.633355,0.000000,1.000000
-1.375000,25.000000,0.250000,-0.681845,0.000000,1.000000
-1.375000,25.000000,0.400000,-0.550542,0.000000,1.000000
-1.375000,25.000000,0.450000,-0.514941,0.000000,1.000000
-1.375000,25.000000,0.500000,-0.483024,0.000000,1.000000
-1.375000,25.000000,0.350000,-0.589706,0.000000,1.000000
-1.375000,25.000000,0.850000,-0.324851,0.000000,1.000000
-1.375000,25.000000,0.900000,-0.307978,0.000000,1.000000
-1.375000,25.000000,1.000000,-0.278888,0.000000,1.000000
-1.375000,25.000000,0.600000,-0.427330,0.000000,1.000000
-1.375000,25.000000,0.800000,-0.340705,0.000000,1.000000
-1.375000,25.000000,0.550000,-0.453679,0.000000,1.000000
-1.375000,25.000000,0.950000,-0.293498,0.000000,1.000000
-1.375000,25.000000,0.750000,-0.360543,0.000000,1.000000
-1.375000,25.000000,0.650000,-0.401560,0.000000,1.000000
-1.375000,25.000000,0.700000,-0.381006,0.000000,1.000000
-1.375000,50.000000,0.100000,-0.941661,0.000000,1.000000
-1.375000,50.000000,0.400000,-0.448814,0.000000,1.000000
-1.375000,50.000000,0.050000,-1.103821,0.000000,1.000000
-1.375000,50.000000,0.600000,-0.311234,0.000000,1.000000
-1.375000,50.000000,0.550000,-0.339205,0.000000,1.000000
-1.375000,50.000000,0.200000,-0.709778,0.000000,1.000000
-1.375000,50.000000,0.650000,-0.286825,0.000000,1.000000
-1.375000,50.000000,0.350000,-0.498696,0.000000,1.000000
-1.375000,50.000000,0.300000,-0.556120,0.000000,1.000000
-1.375000,50.000000,0.500000,-0.370543,0.000000,1.000000
-1.375000,50.000000,0.450000,-0.406751,0.000000,1.000000
-1.375000,50.000000,0.250000,-0.625157,0.000000,1.000000
-1.375000,50.000000,0.750000,-0.245888,0.000000,1.000000
-1.375000,50.000000,0.150000,-0.812802,0.000000,1.000000
-1.375000,50.000000,0.700000,-0.264635,0.000000,1.000000
-1.375000,50.000000,0.800000,-0.228603,0.000000,1.000000
-1.375000,50.000000,0.000000,-1.316510,0.000000,1.000000
-1.125000,10.000000,0.000000,-0.845228,0.000000,1.000000
-1.125000,10.000000,0.050000,-0.818335,0.000000,1.000000
-1.125000,10.000000,0.150000,-0.764661,0.000000,1.000000
-1.375000,50.000000,0.900000,-0.199797,0.000000,1.000000
-1.375000,50.000000,0.850000,-0.212743,0.000000,1.000000
-1.125000,10.000000,0.100000,-0.790937,0.000000,1.000000
-1.375000,50.000000,1.000000,-0.174331,0.000000,1.000000
-1.125000,10.000000,0.200000,-0.740466,0.000000,1.000000
-1.375000,50.000000,0.950000,-0.186225,0.000000,1.000000
-1.125000,10.000000,0.250000,-0.716713,0.000000,1.000000
-1.125000,10.000000,0.350000,-0.672941,0.000000,1.000000
-1.125000,10.000000,0.300000,-0.694511,0.000000,1.000000
-1.375000,100.000000,0.200000,-0.607352,0.000000,1.000000
-1.375000,100.000000,0.050000,-1.254711,0.000000,1.000000
-1.125000,10.000000,0.400000,-0.652343,0.000000,1.000000
-1.125000,10.000000,0.450000,-0.632010,0.000000,1.000000
-1.375000,100.000000,0.900000,-0.117289,0.000000,1.000000
-1.375000,100.000000,0.750000,-0.147945,0.000000,1.000000
-1.125000,10.000000,0.500000,-0.613889,0.000000,1.000000
-1.375000,100.000000,0.700000,-0.163282,0.000000,1.000000
-1.375000,100.000000,0.400000,-0.320248,0.000000,1.000000
-1.375000,100.000000,0.350000,-0.366557,0.000000,1.000000
-1.375000,100.000000,0.600000,-0.200744,0.000000,1.000000
-1.125000,10.000000,0.850000,-0.506086,0.000000,1.000000
-1.375000,100.000000,0.650000,-0.179777,0.000000,1.000000
-1.125000,10.000000,0.600000,-0.580198,0.000000,1.000000
-1.375000,100.000000,0.950000,-0.106932,0.000000,1.000000
-1.375000,100.000000,0.150000,-0.748316,0.000000,1.000000
-1.125000,10.000000,0.550000,-0.597810,0.000000,1.000000
-1.375000,100.000000,0.850000,-0.127101,0.000000,1.000000
-1.375000,100.000000,0.100000,-0.949598,0.000000,1.000000
-1.125000,10.000000,0.650000,-0.562841,0.000000,1.000000
-1.375000,100.000000,0.800000,-0.138422,0.000000,1.000000
-1.375000,100.000000,0.450000,-0.281585,0.000000,1.000000
-1.375000,100.000000,0.000000,-1.757644,0.000000,1.000000
-1.375000,100.000000,0.550000,-0.223188,0.000000,1.000000
-1.375000,100.000000,0.300000,-0.428038,0.000000,1.000000
-1.125000,10.000000,0.900000,-0.492663,0.000000,1.000000
-1.375000,100.000000,1.000000,-0.100556,0.000000,1.000000
-1.125000,10.000000,0.750000,-0.531015,0.000000,1.000000
-1.125000,10.000000,1.000000,-0.463422,0.000000,1.000000
-1.375000,100.000000,0.500000,-0.250078,0.000000,1.000000
-1.375000,100.000000,0.250000,-0.505671,0.000000,1.000000
-1.125000,10.000000,0.800000,-0.519784,0.000000,1.000000
-1.125000,25.000000,0.000000,-1.026705,0.000000,1.000000
-1.125000,10.000000,0.700000,-0.547244,0.000000,1.000000
-1.125000,10.000000,0.950000,-0.477892,0.000000,1.000000
-1.125000,25.000000,0.400000,-0.568923,0.000000,1.000000
-1.125000,25.000000,0.050000,-0.941581,0.000000,1.000000
-1.125000,25.000000,0.250000,-0.693108,0.000000,1.000000
-1.125000,25.000000,0.100000,-0.867852,0.000000,1.000000
-1.125000,25.000000,0.850000,-0.346900,0.000000,1.000000
-1.125000,25.000000,0.300000,-0.647045,0.000000,1.000000
-1.125000,25.000000,0.800000,-0.366917,0.000000,1.000000
-1.125000,25.000000,0.450000,-0.533634,0.000000,1.000000
-1.125000,25.000000,0.350000,-0.605720,0.000000,1.000000
-1.125000,25.000000,0.550000,-0.475691,0.000000,1.000000
-1.125000,25.000000,0.150000,-0.802761,0.000000,1.000000
-1.125000,25.000000,0.500000,-0.504126,0.000000,1.000000
-1.125000,25.000000,0.600000,-0.448595,0.000000,1.000000
-1.125000,25.000000,0.200000,-0.744672,0.000000,1.000000
-1.125000,25.000000,0.700000,-0.404532,0.000000,1.000000
-1.125000,25.000000,0.950000,-0.318375,0.000000,1.000000
-1.125000,25.000000,1.000000,-0.304539,0.000000,1.000000
-1.125000,25.000000,0.750000,-0.383071,0.000000,1.000000
-1.125000,25.000000,0.900000,-0.333972,0.000000,1.000000
-1.125000,50.000000,0.050000,-1.062603,0.000000,1.000000
-1.125000,50.000000,0.100000,-0.912657,0.000000,1.000000
-1.125000,50.000000,0.250000,-0.620926,0.000000,1.000000
-1.125000,50.000000,0.350000,-0.500849,0.000000,1.000000
-1.125000,50.000000,0.200000,-0.698505,0.000000,1.000000
-1.125000,50.000000,0.000000,-1.257844,0.000000,1.000000
-1.125000,50.000000,0.150000,-0.794823,0.000000,1.000000
-1.125000,50.000000,0.400000,-0.454372,0.000000,1.000000
-1.125000,25.000000,0.650000,-0.426978,0.000000,1.000000
-1.125000,50.000000,0.300000,-0.556214,0.000000,1.000000
-1.125000,50.000000,0.450000,-0.414469,0.000000,1.000000
-1.125000,50.000000,0.550000,-0.349775,0.000000,1.000000
-1.125000,50.000000,0.750000,-0.260312,0.000000,1.000000
-1.125000,50.000000,0.700000,-0.279117,0.000000,1.000000
-1.125000,50.000000,0.500000,-0.380848,0.000000,1.000000
-1.125000,50.000000,0.800000,-0.244171,0.000000,1.000000
-1.125000,50.000000,0.900000,-0.215293,0.000000,1.000000
-1.125000,50.000000,0.650000,-0.300881,0.000000,1.000000
-1.125000,50.000000,0.600000,-0.324286,0.000000,1.000000
-1.125000,50.000000,0.850000,-0.229529,0.000000,1.000000
-1.125000,50.000000,1.000000,-0.191144,0.000000,1.000000
-1.125000,50.000000,0.950000,-0.203236,0.000000,1.000000
-0.875000,10.000000,0.000000,-0.876934,0.000000,1.000000
-0.875000,10.000000,0.100000,-0.823179,0.000000,1.000000
-0.875000,10.000000,0.150000,-0.798937,0.000000,1.000000
-0.875000,10.000000,0.050000,-0.849382,0.000000,1.000000
-1.125000,100.000000,0.000000,-1.606336,0.000000,1.000000
-0.875000,10.000000,0.300000,-0.729733,0.000000,1.000000
-1.125000,100.000000,0.150000,-0.712559,0.000000,1.000000
-0.875000,10.000000,0.250000,-0.752260,0.000000,1.000000
-0.875000,10.000000,0.200000,-0.774694,0.000000,1.000000
-1.125000,100.000000,0.100000,-0.893381,0.000000,1.000000
-0.875000,10.000000,0.450000,-0.669508,0.000000,1.000000
-0.875000,10.000000,0.500000,-0.652711,0.000000,1.000000
-0.875000,10.000000,0.400000,-0.690144,0.000000,1.000000
-0.875000,10.000000,0.550000,-0.633074,0.000000,1.000000
-0.875000,10.000000,0.650000,-0.602653,0.000000,1.000000
-0.875000,10.000000,0.600000,-0.618616,0.000000,1.000000
-0.875000,10.000000,0.700000,-0.586432,0.000000,1.000000
-0.875000,10.000000,0.750000,-0.572679,0.000000,1.000000
-0.875000,10.000000,0.850000,-0.544215,0.000000,1.000000
-0.875000,10.000000,0.800000,-0.560502,0.000000,1.000000
-0.875000,10.000000,0.900000,-0.531218,0.000000,1.000000
-1.125000,100.000000,0.050000,-1.165529,0.000000,1.000000
-1.125000,100.000000,0.350000,-0.363295,0.000000,1.000000
-1.125000,100.000000,0.200000,-0.583930,0.000000,1.000000
-0.875000,10.000000,0.350000,-0.709949,0.000000,1.000000
-1.125000,100.000000,0.400000,-0.319481,0.000000,1.000000
-1.125000,100.000000,0.700000,-0.172008,0.000000,1.000000
-1.125000,100.000000,0.250000,-0.489460,0.000000,1.000000
-1.125000,100.000000,0.550000,-0.225277,0.000000,1.000000
-0.875000,10.000000,1.000000,-0.505532,0.000000,1.000000
-1.125000,100.000000,0.950000,-0.115522,0.000000,1.000000
-1.125000,100.000000,0.650000,-0.185473,0.000000,1.000000
-1.125000,100.000000,0.300000,-0.419765,0.000000,1.000000
-1.125000,100.000000,0.900000,-0.124023,0.000000,1.000000
