NoNoise,Noise_0.001,Noise_0.01,Noise_0.1
1.375615079246084616e+00,3.027710483299352884e+00,5.082987391175451952e-01,-9.873399524668066696e-02
8.517634536675705581e-01,-4.600725925389829822e-03,-1.670829242145302831e-02,-5.434218277225778826e-02
1.332592256848835532e+00,-1.470417259319398498e-02,-1.626030530905347646e-02,-5.511227143476828128e-03
6.496520649450683305e-01,-5.778018185696410722e-03,-2.984900484983236263e-03,1.705755237400716565e-02
3.646438665836747584e-01,-1.068241475679944028e-02,-8.374917120728572056e-03,-9.618943973460938185e-03
-2.502861594360731440e-02,8.732053222882525390e-01,9.309861339179938966e-01,2.592253955180198743e-01
1.189145174504193436e+00,8.708955917393147450e-01,4.842965319627016117e-03,3.664492733709285438e-02
7.830842488381483113e-01,2.318554071336159872e+00,3.683574735039164549e-01,2.618701129051433707e+00
1.011212382622408201e+00,-1.248476934373759888e-02,-8.626589814712693621e-03,1.656150868082581495e-02
6.014143767834673193e-01,1.429582153206172324e+00,7.482542141571804084e-01,-9.346866309871595946e-03
4.008062519619275399e-01,-1.886579725809064967e-02,-4.427076893168626140e-03,6.687591179192152735e-01
4.950833749970259268e-01,2.727267756952716365e-02,4.337532964244523309e-02,1.504027756427797624e-01
1.624302951813175189e-01,-1.345666216803999803e-02,-1.549311032590555345e-02,-2.549263473914361103e-02
4.143677721692037852e-01,-1.418277458277012772e-02,-8.463234224074194997e-03,1.768233541587686114e-02
5.907343416282003767e-01,2.197434161773332423e-02,1.935808413375683212e+00,9.096203432818171786e-01
6.821787844033577741e-01,-1.180686615845863777e-02,-1.369065046286639144e-02,-3.531295416898267564e-02
9.082040954805073452e-02,6.304637950465649787e+00,3.681078632230919023e+00,3.696384306923604868e+00
1.498076028061997578e+00,6.835730571121537480e+00,4.176956980994618318e-01,2.101114362292368920e+00
4.177251836844792510e-01,-5.553820256502027194e-03,-4.513241637499597683e-03,-8.896522378114687588e-03
6.641394048618062262e-01,-8.239852596587014799e-03,-7.649177408646368539e-03,4.457717524767178530e-01
7.798955226684279873e-01,1.826252244413604231e+00,8.147995858339311948e-01,-3.436737335740512600e-02
8.031529116440179472e-02,-4.892217510934459591e-03,-1.972372957087412376e-03,4.433395696392361009e-03
1.337118453867331969e+00,4.010479864627351176e+00,4.933160805929616366e+00,2.618757902803074522e+00
6.892037436341870160e-01,-1.414884152498926094e-02,-6.938238209713674595e-03,-2.663689924245303195e-02
8.489347406949200314e-01,1.710935081944103375e+00,8.785427918225847677e-01,1.720646670892242103e+00
8.751391658126141948e-01,-7.486837436479406964e-03,-1.820148391313418032e-03,-3.605508648945451172e-02
5.398309202010270758e-01,-1.821199511775573043e-02,-7.550285274934297013e-03,1.839011686766484771e-02
1.103141637855660884e+00,-1.517739403067317958e-02,-1.643760667557441282e-02,-5.237233828696443924e-03
8.368847571829093335e-01,2.816467548140028310e+00,9.639060164871698921e-01,-7.605057585361127415e-02
7.648168621942997847e-01,2.444131939117883068e+00,3.901214372095934912e+00,3.785380176617251013e+00
6.502024877226613153e-01,3.868999429144682756e-01,4.226502817409107382e-01,7.334294549672430719e-02
3.358246650697081503e-01,2.550404329422895772e-02,6.721900522017515422e-01,4.766793473653718749e+00
8.523998350423479531e-01,2.241123179861991943e+00,4.863029769040696948e+00,1.820301415332973571e-01
2.053528530888248937e-01,-2.031066004065248606e-02,-2.346473202020590842e-02,-9.279085998362782486e-03
9.609212712949124491e-01,-1.300818114955884161e-02,-1.467628558265454686e-02,-2.859655110279099577e-02
3.621697786160740229e-01,-6.670792837801958926e-03,-1.329359919394556590e-02,7.400604401356327688e-01
6.923007008375748894e-01,2.950142777372573910e+00,4.799238960260330700e+00,4.472620309455827226e+00
8.315019016676752361e-01,-2.382897675260090605e-03,-4.859037458192709547e-03,-2.678227944147477599e-02
1.208054497920059811e+00,1.104734647345585685e+01,1.293095329945747718e+00,5.598131680340810018e-02
5.898488067493484754e-01,-1.738499712434517577e-02,-7.805998543121099933e-03,1.755307277465723709e-02
-1.916737755334860238e-01,-9.976968868817964742e-03,-7.783413068748153314e-03,-1.929066869229427092e-02
1.545771695524293388e-01,9.370229512942522376e+00,4.078756049140971562e+00,4.206624440128359232e+00
1.125804620617888885e+00,2.891989360654587116e-02,1.417182691137507167e+00,1.184778262520764201e-02
9.746087131613500043e-01,8.134620471893831972e-01,2.487565272184283138e+00,6.144313057506430864e-01
8.810754779708324103e-01,-1.916144698960973308e-02,-1.352480701864200094e-02,4.549998956475746065e-02
1.195735013417520143e-01,-1.319597983445982593e-02,-1.041351385154212425e-02,-2.611686862314773622e-02
-4.399297869570658603e-01,-1.787849794073021609e-02,-1.514114108598712226e-02,-2.465635187236837542e-02
7.688216892168640015e-01,5.553623090381877070e+00,5.302453720399069592e-01,1.252314038317582090e-01
1.866954029854573094e-01,8.443041561799417404e-04,-7.408165386334947082e-03,-1.413001241539485128e-02
2.445228799967731792e+00,-1.167624432846553440e-03,-1.377767445456830851e-02,3.924297288964765512e-03
3.119004010334943677e-01,-9.364156942555348223e-03,-7.870371766717598402e-03,2.711149545357362592e-02
2.761873522694793803e-01,-1.141373256908310985e-02,-1.617488200370106877e-02,1.916329693414003249e-02
5.956928256867632943e-01,1.953141127189314194e-02,4.701993351652527381e-02,-9.506724989493996192e-02
8.586713375616973343e-01,-7.979747181404501372e-03,-5.212400315589634132e-03,3.918552734398450532e-03
6.808531649133600094e-01,1.699934053169438908e+00,1.526209676263927117e-01,1.201217381136759493e-01
1.018528413293221524e+00,-6.079129855978964315e-04,-5.519406419737730822e-03,3.619162227008227428e-01
-5.162007206127923464e-02,-1.307700177053509015e-02,-4.171073868639251750e-04,7.526235134247020661e-03
1.158983015100701675e+00,1.402878735053415094e+00,2.527659215402007220e+00,1.308582291138216669e-01
4.682553597494094610e-01,2.311538209537109673e-02,4.134644254088596510e-02,9.209139107859568796e+00
6.390376560690711472e-01,-2.053729839969955021e-02,-1.681163629512000962e-02,6.583343512781140994e-02
9.723885473022090276e-01,8.841715795565316949e-01,2.317284728540161431e+00,-4.203288306089751625e-02
3.821093421569766724e-01,-1.857825914194818212e-02,-8.844430545294887716e-03,-3.844995816685426587e-02
1.566882321379171383e+00,-3.357736547976540500e-03,-4.166385223658545557e-03,7.971360015225456008e-01
8.281278388629786935e-01,-1.023487409821971852e-02,-7.468616945068960560e-03,2.315127814995065342e-02
3.204428843081832956e-01,8.010223426606559727e+00,6.933130499464411400e+00,8.785808822668975115e-02
9.137108987601182397e-01,2.003818451597717321e+00,7.985042785848584401e+00,6.092307470303037764e-02
4.181033846321275393e-01,7.046583569505844302e+00,4.111334453461816529e-02,3.569372599966126103e+00
1.563108873924238806e-01,-2.176680934726540201e-02,-2.044125675477879295e-02,9.362775363306530957e-03
5.508044548690603781e-01,-3.657895181142321178e-03,-8.620124453567842848e-03,-1.270216886825065519e-02
8.036870730498349991e-01,2.763449274158339186e+00,9.999044108341547110e-01,2.269324724144229921e-01
3.433773509592842110e+00,1.049712832319112457e-03,-7.562945989382443765e-03,3.767056327828104956e-01
9.683231102158202930e-01,-1.480088625938472124e-02,-1.699841314389603439e-02,-3.890789660515181492e-02
6.070521878619656864e-01,-4.724142214441685514e-03,-2.701730536004592897e-02,9.208162050447726496e-03
8.932343017248584038e-01,2.511419868861175519e-02,4.219334972051250188e-02,1.810275202938318673e+00
-1.219964422087845557e-01,-6.369798514719630933e-03,-6.038995269329164133e-03,-2.400477983023897172e-02
3.721417724196065535e-01,8.821678583639265270e-01,7.279689877710506796e-01,4.177853044288215578e+00
1.168888662017332214e+00,-1.601806102757059175e-02,-3.778902159080128886e-02,4.451762198931201731e-01
1.158562297859652812e+00,-2.209925595319130534e-02,-1.938679896851513984e-02,9.298394930245058865e-02
8.394279042748713504e-01,6.321321872834909428e+00,6.183396999795920390e-02,1.439856265605415908e-01
4.104359022263784351e-01,5.886752200593639017e+00,4.114133510257654558e-02,1.657041696697551858e+00
6.598189410309862613e-01,-1.538468998799222623e-02,-1.223204816784094137e-02,6.516487662395773275e-03
8.898415437767509317e+00,1.857496793972886806e+00,4.733923752159435949e+00,4.741006071663657062e-01
6.049410513732097483e-01,9.432830834041094903e-01,3.038516721088904582e+00,1.987623889197563498e+00
2.534360491787552294e-01,-2.887558475896890610e-03,-9.443474716897395926e-03,-8.646995466130961289e-03
1.368322425542875864e+00,3.436083251274735240e+00,1.829949690645420457e+00,3.865463583202567444e-01
6.621654965792600489e-02,2.762599042464949139e+00,4.459951261419939916e-01,-4.248437039773321489e-02
4.698314681843601681e-01,-1.273713184070895607e-02,-8.151209732916804909e-03,-1.989371656230333463e-02
4.511449548085509353e-01,1.207992275925184045e-01,3.480010543065156448e+00,7.583018498182476641e-01
1.853769909899717350e+00,-2.018949599379759458e-02,-5.793395097002014722e-03,5.426127137444637649e-02
6.514767414173359139e-01,-1.995497139570053674e-02,-1.262309368565213766e-02,2.589323889955168906e-02
1.173661433240447582e+00,1.494033211860856092e+01,2.189139975680828520e+00,7.507517079275032035e-02
8.338834243118359302e-01,4.425322443075618284e-01,4.202034429446378283e+00,2.015142312996498042e+00
3.874695676403654421e-01,-1.141116887530835289e-02,1.975846378160082795e+00,-3.014726066430980199e-03
-2.953704434008745938e-01,-6.258195055040065638e-03,-2.364198505670546055e-02,1.021473967075049893e+00
6.418991940730905954e-01,2.408976615316925363e-02,8.098323830599206019e+00,1.973696988547288367e+00
8.425063213492647307e-01,2.424137297865581520e+00,1.861315894062656850e+00,4.147156406282727303e+00
1.743152684126005880e+00,-1.540959644672393325e-02,-3.439358893975163426e-03,3.041478986884653749e-02
1.226932004523229702e+00,4.768501072430717969e+00,2.741375904637759042e+00,7.098749915347268846e-01
-4.250891070251996279e-02,3.159183522938401045e-02,3.568398535378254632e-02,6.226913211911676294e-02
8.366607391115280512e-01,1.314463052334554938e+01,7.213580583725422102e+00,5.028402249485973030e+00
1.975866572431864032e+00,1.648667036923339824e+00,9.172258996623067873e+00,7.377997998225739318e-01
7.971231710941111270e-01,-1.316361026142799130e-02,-1.152494281383505820e-02,-1.412691704965517506e-02
nan,1.938163954244707665e-01,3.228046393607466591e-01,1.304023128615032778e-01
8.223953855457587503e-01,-1.388849097561122362e-02,-1.057599053621756553e-02,4.887038227725695738e-03
-7.827451522752447710e-01,6.904757632680452950e+00,5.001048221644161629e+00,1.037170421502393164e-01
-4.839364100630265675e-01,-7.906008732501992181e-03,-5.043003944247282690e-03,2.117609726281411645e-03
8.581435539588058159e-01,2.169661718349784607e+00,5.075071403860884761e-02,2.518538314690937696e+00
9.261119278064423588e-01,5.544536250988919335e+00,4.217146152657741953e-01,-6.438534277849536358e-02
1.511118012814234968e+00,-1.996820018454936729e-02,-9.679673274995389057e-03,-2.184168489539108429e-02
7.480952955547388594e-01,-2.814477919587156114e-03,-1.415670380597911469e-02,3.398927519129966296e-02
7.451126700782542134e-01,4.674262966604290526e+00,6.404289388776009062e+00,3.160701087168247270e-01
9.026846529822040166e-01,2.166612338329455822e-01,6.278132542386323678e+00,9.499410592750103799e-01
4.550081678606870961e-01,9.397071668431392077e-02,2.753443678368813430e+00,1.232558902278095558e-01
6.830088265642384471e-01,-1.689734079161881244e-02,-3.419349794245929355e-03,-3.277326852329045387e-02
7.385176024205475365e-01,-3.733584333464547156e-02,-1.452226426780047798e-02,-5.365662199380207692e-02
8.069352974345356255e-01,-9.693441466704779547e-03,-1.844813690344757756e-02,3.921272161041775006e-02
1.017790764956518768e+00,2.267657398020490184e-02,1.440510505053488322e+00,9.718961190867378419e-02
8.704180478985914515e-01,3.793445799679312724e+00,2.982256040925010510e+00,1.027960410372249778e-01
-1.918240977126347002e-01,-6.066619485275002999e-03,-8.506238872339845491e-03,-1.229390231438140003e-02
4.456990339103100718e-01,-7.231755160532249253e-03,-2.364096100293974182e-04,6.389781010393518201e-01
-1.259517284332079545e-01,-8.172034653883542693e-03,-1.629702423185176025e-02,5.591945783256288029e-03
5.156606203345097672e-01,-1.889561221394415319e-02,-3.724024361688627223e-03,1.318244133413835548e-02
1.584676808180096597e+00,-1.489504765383574923e-02,-2.047261294980702931e-02,-2.328223040984255671e-02
-3.320379419408028721e+00,-2.203365281097771460e-03,-2.288989432759522616e-02,-4.514886269585761946e-02
6.203445956114895798e-01,-2.023185780179755262e-03,-1.935051787326399347e-02,6.756614165683163531e-01
6.035280998124571639e+00,-7.981157873103109784e-03,-1.469100128172635619e-02,-2.123827068400382934e-02
6.866290978495113162e-01,-8.672412772778434129e-03,-2.461309646322832473e-02,5.553139070109605058e-01
2.391213691713683365e-01,6.743168198766976706e-01,4.566904837503704684e-01,-8.692377839147547025e-02
-5.743072585407269504e-01,1.392178365858431216e-03,-2.310593811915373150e-02,3.619062489001369926e-02
1.234186269680144887e+00,-6.444810968328745782e-03,-1.389929467410578115e-02,-2.945242634341444996e-02
4.854773248206944447e-01,9.370745868176472371e+00,5.283641088329841390e-02,1.529894365863674888e-01
-2.740620491471352227e-01,-1.536888511267366433e-02,-1.822130180972162880e-02,-1.448869314401371455e-02
1.359543841836585942e+00,-7.563487858572787333e-03,-1.486429329718906914e-02,-1.333903853452229546e-02
-4.616715984158524799e-01,1.072048394629993684e+00,2.569878346846939388e-01,9.457774601489774557e-01
1.113610410579918941e+00,7.096548884516501232e+00,3.965796588373826204e+00,1.345366782031614250e-01
7.366705906318178343e-01,5.725959001562654083e-02,6.696789347292030348e-01,1.198688961429847516e-01
9.831515023607136916e-01,-1.646197180679528915e-02,-5.485127120891688385e-03,-1.075587256820773009e-03
1.785118176195897854e-01,-3.908987599157026128e-03,-1.398944150020320007e-02,1.231526402449204319e-03
5.351701173531225875e-01,-7.327459036392642081e-03,-3.771551002484054785e-03,-1.978143359023473019e-02
4.226653234916472601e-01,-5.226342042343544610e-03,-3.361800728440798858e-03,1.812090654286738212e-03
3.692066333212074003e-02,3.824649978092916403e+00,4.216864366346294801e+00,4.912408236848269105e-01
-8.121262343325486716e-03,1.845822556758526523e-02,2.442714335531634071e-02,5.218436951971289206e-02
1.308348999233175824e+00,4.218492414160971649e+00,3.145564444970724849e-01,-1.129947564571060631e-01
1.911143412534502373e+00,2.478598872012548249e+00,4.294068030647142931e-01,3.249095860383464984e+00
1.550586547276584959e+00,-8.792955985485292197e-03,-4.832477444220341020e-03,-2.689405958266458119e-02
5.092480051305248168e-01,-8.499532767372263570e-03,-1.495412361519810572e-02,-4.158800452128756653e-02
1.343344144396247719e+00,1.034274818068540380e+00,1.040056300800094702e+00,1.015054767297229876e-02
1.154647462740474140e+00,-4.366904161747592545e-04,4.028452993431201612e-02,2.122759817304587404e+00
1.350828381614776363e+00,7.205135727931467806e-04,-2.157202728832128408e-02,-1.148845502229361472e-02
1.465860527165240512e+00,7.103389950625330407e+00,8.569778543313220087e-01,1.367208441253741302e+00
-4.455134024839975393e-02,-7.390352772640690349e-03,-9.597691839379179218e-03,-3.586229028820504122e-02
1.048198962276391200e+00,1.145147947265873789e+01,4.207328273770567090e-02,4.158883558849451600e-01
-4.923822220908586900e-01,3.704639954437651372e+00,3.504419344636876765e+00,-7.186518913090446381e-02
3.174410130939294694e-01,-8.632057712434556065e-03,-2.405660167214671800e-03,-3.228319282155709541e-02
4.492234348101294961e-01,-9.081712803113779070e-03,-3.406269367073150919e-03,2.218072951941465032e+00
-2.277219844746996014e-01,-2.667775648837856714e-02,-5.675871133326364573e-03,-9.154817303829421160e-02
-2.345710321209796001e-01,3.044508373489944811e-02,4.424063769483276509e+00,4.834665075135269330e-02
9.561225904051880997e-01,1.580458945422224426e+00,6.031590850944144044e-01,1.120012768665380187e-01
6.681441537304327882e-01,-2.596245069748250381e-02,-8.545417008963274164e-03,-1.405991555107756821e-02
1.540849136878725753e-02,-9.892317174747448580e-03,-4.293274073108634299e-03,1.738647409937325167e-02
6.446195135792143205e-01,-4.513982408493060275e-03,-3.056946096677838533e-03,-2.814404289244136145e-02
9.261795243396587773e-01,-1.280982258577335886e-02,-3.041164571667361732e-03,-4.242911944630572973e-02
1.211396526118849737e-01,4.754376535081108912e+00,1.652559486891443497e+00,1.057715414047353669e-01
-3.088695920276670615e-01,-4.375614494630325957e-04,-1.214159402743168054e-03,1.465152012442905161e-02
1.250769993713549022e+00,-7.901917145876801579e-03,-5.628810782232094787e-03,1.439126809847034519e-02
2.988756588650846036e-01,8.052669407555494985e-01,1.782443003696492001e+00,-4.166355662628975359e-02
8.153534505014734535e-01,-1.534674063557589854e-02,-6.738103372661785606e-03,2.590301586335280737e-02
9.108008394232964822e-01,1.073810897917511831e+01,5.188367898178041671e+00,9.197819014859017761e-01
1.126934220688706079e+00,-1.623134257431628133e-02,-2.360420432964449242e-02,5.629591598757351933e-01
9.697310446220139823e-01,-1.056795895255176893e-02,-1.819259618456305419e-02,7.720316592160836495e-03
3.025656838912725854e-01,-5.758381351489301123e-03,2.240856163851912399e-04,-2.633380566659655059e-02
4.383672716881359399e-01,-2.675978824396892195e-03,-7.669349742517003396e-03,1.101389309705595176e-01
9.054496316550553203e-01,1.082891842396647375e+00,-5.400174630183334976e-03,4.004604503227769285e+00
1.252143407447840806e+00,4.371732977969771561e+00,4.521831191575307329e+00,4.578355915172165780e+00
3.408609849311701190e-01,2.491839237249795058e+00,8.093498153093923619e+00,-5.090785226221507254e-02
1.133627732084055761e+00,-3.889411040697551836e-03,-5.857147059373289319e-03,2.272878058177449714e-02
4.725949725775679400e-01,-1.110215112123649067e-02,-1.823226967443339688e-02,1.955838049057409544e-02
1.080346160324242133e+00,-7.045613527254451953e-03,3.227882027776805655e-03,3.581075775172158360e-01
5.695813714823917406e-01,-1.510685994075167474e-02,-1.171983968055040522e-02,4.546587818544600527e-03
2.192193888193016138e-01,-1.696956538734563369e-02,-2.087788059644900621e-02,-5.457687894359214420e-05
7.922661246991109518e-01,-1.330225008834379219e-02,-2.209524546988633070e-02,3.557979819517643333e-02
5.471932622345333508e-01,7.705197877295401732e+00,1.262722176967285170e+00,2.502012310850473265e-01
3.965249346482850323e-01,4.907153239283656987e+00,9.756619906676691767e-02,4.486811548157680352e-01
-3.494969770316491697e-03,-2.902282664098334870e-03,-1.004139546920983575e-02,4.676757336374534058e-01
5.685198751866542555e-01,-2.868150616976200464e-03,4.406705453418169457e-04,-1.567158584422189554e-02
1.261848425700392351e+00,-8.469973307714415145e-03,-5.188522069373735154e-03,1.453772793046479274e-03
1.068544356613704238e+01,6.321342342706556039e+00,5.129983309089627408e-01,-1.031480929815230541e-01
3.430826042622887040e-01,6.037206881780836643e-01,2.900626176747855389e+00,8.039124943398977263e-02
3.523316380857163255e-01,-8.298771214314564285e-03,-7.062464186551433223e-03,5.356159805426378151e-01
5.136470323826310969e-01,7.409805529828897112e-03,-1.367707915698715545e-03,-1.966627721786882305e-02
9.824444044746112326e+00,1.064355249660726699e+00,5.842551021253062915e-01,4.213732253873160756e-03
2.389071790842551835e-01,-7.710321111515408901e-03,-1.296266564464070015e-02,6.896752479803236122e-03
-2.950352723397073329e-02,-2.115279763369994764e-02,-1.880205517952270727e-03,-1.758571221653276728e-02
1.249994827962050525e+00,4.058758545712620958e+00,2.547435530438725060e+00,1.907012540101254761e+00
5.392776961658014567e-01,-2.731923404710985201e-02,-7.938105535456365866e-03,8.082211730195097699e-03
2.873498515025516564e-01,1.003361338288898065e-04,-1.002442584132329402e-02,3.127180965739083385e-02
1.956107733866110365e+00,-6.620293963157090726e-03,-1.737275555707193083e-03,1.161788211607391562e-02
6.101165752833777045e-01,-9.708546201974369710e-03,-2.832962442215105139e-02,-2.926644241906321484e-02
1.144715466640646752e-02,4.548229152604586822e+00,3.138286192635467042e+00,6.530265900424987446e-01
6.409279012241942963e-01,-1.193853575945104557e-02,-2.263014024185886972e-02,-4.033067204182995413e-02
1.253523483342776634e+00,-2.235427139803423252e-02,7.022539190300370882e-01,-1.433113832588828705e-02
5.382385866804638708e-01,-7.399020098264845122e-03,1.054682128422635763e-04,3.205961672246910449e-02
8.730248955758910245e-01,-3.203316107105059519e-03,-1.717775580894500415e-02,-1.243510143084336321e-02
4.948145014922841201e-01,1.055168550180089593e+00,2.805251343679940668e+00,-1.140118404792553469e-01
2.110284947281018952e-01,3.452687832439436111e+00,1.672664353620562538e+00,7.975112613135865169e-02
8.652323417897690438e-01,2.710975632528147994e+00,4.033294807251013303e-01,3.448777453735254905e+00
1.003176484799719548e+00,8.018115796317946575e+00,9.197860539427958670e+00,4.241067269534571915e-01
-1.978765323020241843e-02,-5.500651348234002029e-03,-3.744708448060705963e-03,-8.259982125809832085e-03
8.505997454724596452e-01,-8.197466347232035266e-03,2.328147663296047831e+00,-2.541209150970997685e-02
9.646445819189761739e-01,3.000738891250588569e+00,3.147992497963844283e+00,1.202262561892087495e-01
7.668138346928103921e-01,2.230020181325955253e+00,9.041141928821399887e+00,3.873354905672018678e+00
7.363133327697941599e-01,-9.175306327951522969e-03,-1.449742420245948502e-02,8.557464828375792310e-03
3.605864447538736917e-01,-8.433572751505672219e-03,-4.535940566644696900e-03,-8.344579530010097848e-03
3.398352468962877460e-01,5.247442237073637550e+00,3.309844821691680927e+00,1.921491281225773951e-01
5.441633994162722171e-02,-2.683054371966735879e-03,-1.863315636201662642e-02,2.946075332585919131e-03
4.172222683628078188e-02,-1.314510719571864925e-02,-7.448627320845263751e-03,-7.802365821405846461e-03
1.996810026365175017e-01,4.105877936488133012e-02,1.845822118148979785e+00,1.672084174262498113e+00
1.129120781932510198e+00,2.008985061994758237e+00,1.243354839347944774e+00,6.611293916063504250e-01
-2.810990318460628301e-01,8.899963957851261265e-01,9.957845174693671808e+00,9.505622054323788206e-02
6.848491385095919481e-01,-6.462796995494626655e-03,-4.490484953013899883e-03,5.989197329149988924e-01
4.595855273565259691e-01,-1.450475964988644174e-04,-5.964627197261413924e-03,-5.304007173734577585e-02
3.073976825223415643e-01,-2.626962627402650366e-02,-1.303828172265415232e-02,-3.880431794494597353e-02
2.047515697787256617e-01,-3.348880966745418353e-03,-2.706592151779233565e-03,-1.732597717430231499e-02
6.294060400071874728e-01,1.370608058936415130e+00,5.656600737875203677e-01,6.402648065754978468e+00
1.267067845208570631e+00,8.735680208398555635e+00,6.424598268224073649e+00,4.065807540647047524e+00
5.176883597292730732e-01,-5.569615902584655436e-03,-4.181019702022724903e-03,2.343228132813698905e-02
6.773544119261688756e+00,1.558400379729267815e+00,5.936555877473066012e+00,2.143759034755368109e+00
9.535988667849284450e-01,-1.006646628197819214e-02,-1.538669222927694334e-02,2.155319180938650714e-01
1.025432359666566678e-01,-1.679800733418873246e-02,-6.516317906591873391e-03,2.001694409565295610e-02
5.362273542059716736e-01,2.816740431608641959e+00,6.361612190866549277e+00,1.847654384786358850e-01
8.654648922224777996e-01,2.618812643433991380e-02,1.478033435384089600e+00,7.873122165523648019e-02
4.121055537247018674e-01,-7.136611393796102668e-03,8.314890688297588150e-01,-5.420034555290239447e-02
1.760741493991833662e-01,4.166366689905511400e+00,2.271793179192886036e+00,6.063679086946356378e-01
1.391261011497175737e-01,8.121514633597701760e-01,2.207281493180567544e+00,9.170175761723541319e-01
3.008569026037280492e-01,1.562814821442013002e+00,1.619074729993953188e+00,2.296982424211431173e-01
6.684561426866133527e-01,3.890526971586202171e-03,-1.654958505056283030e-02,8.707292247248799716e-03
6.918316553652958945e-02,4.957203401329538517e-01,3.036665036778402604e-01,6.331285532570020413e-02
1.570012942574026304e+01,1.429793083612885228e-02,1.108925976458396967e-01,5.075426177271020745e-01
7.151050729631853731e-01,5.861058303375643597e+00,4.119452386490454754e-01,1.245877547400148888e+00
6.085627236745303481e-01,-1.026048944313543224e-02,-1.324264470110210999e-02,1.213858279575925729e-02
-5.409413326458738513e-01,5.952315618870920311e+00,5.145708196393127265e-01,1.982412344155463635e-01
-1.057698873668897893e-01,-1.100975920378184127e-02,-2.129808716559232831e-02,4.850607180312684896e-01
1.796195795036447385e-01,-3.459803568281749793e-03,-1.246277592172295549e-02,-3.971607097835177375e-02
3.362439598443250355e-01,1.273155108750631016e-02,1.374810594371465466e+00,2.280001669924170304e+00
1.143115239001211592e+00,-4.081448481468357911e-03,-1.541424909071617902e-02,7.393667663228773446e-01
6.130024215113658581e-01,1.293447705963066130e-02,1.325213196116546699e-02,1.932249383014216226e-01
2.448391121258951753e+00,4.319769680287420144e+00,5.284737322010710781e-01,2.323118417751253162e-01
6.631163137727159596e-01,-2.380959471037214208e-03,-1.021252085170497662e-02,-1.814187384910298864e-02
9.249294688336962000e-01,3.339867419427775985e+00,3.789012727609454068e+00,8.073199037473002826e-02
1.092364805969794572e+00,2.830903250227660983e-01,5.077373589389592823e+00,5.747401822509832225e-01
1.110540252356991386e+00,-1.137833265414646758e-02,-3.822976600594249312e-03,-1.136539403042896752e-02
5.974223330715646707e-01,-3.591838753520567532e-03,-2.483699680268576515e-02,-3.035373026659855811e-04
8.924071611789388681e-02,-5.289085872435563690e-03,-1.212028331592603396e-03,-2.452229530280640446e-02
5.914772793024989372e-01,4.303558144861314716e+00,3.536495789499095044e-01,2.444375730876172381e-01
4.949747992454883172e-01,-8.240226091410677439e-03,-8.217571913647667842e-03,6.040580706891516063e-03
5.029342824400833134e-01,-1.105189595594658833e-02,-6.406791600301382610e-03,-1.387932734183968883e-02
7.679716069405454482e-01,-4.720686840316461359e-03,-9.903629715619357773e-03,-1.764270748871429179e-02
1.124397302513246100e+00,-7.915321759592131717e-03,-1.041142483393065095e-02,-1.772284351410191691e-04
8.614861751330764594e-01,2.020864191769642521e-02,3.127413123576018583e-02,6.333035423551851562e-01
6.300660922705296763e-01,1.774071673363391763e-02,2.141659585364957541e-01,8.842582722990496857e-02
4.408124748543995608e-01,-7.885521036051440849e-03,-3.745724402404347619e-02,2.616056063403907062e-02
1.061459513317168923e+00,3.709567944412228147e-01,2.330066387088163826e-01,1.752425457161308625e-02
1.068083151859118063e+00,3.371531955843511119e-02,-5.300559391434811474e-02,1.085491383945657723e-01
1.867707874064337137e+00,3.142216846665560337e-03,-7.160167415924163434e-03,8.196152466309669649e-03
4.871671746126112201e-01,-2.170040940526898540e-02,-1.499969409676854548e-02,-8.681416131950540904e-02
6.446662776538844009e-01,2.451026581024304263e-02,1.043807063184379880e+00,6.188314413724504970e-01
9.473680693553435117e-02,4.288507616892992758e+00,1.849797449299770136e-01,3.034809943151639544e+00
3.457790087828168102e-01,-5.778867828745253010e-03,-3.229221063395987246e-03,8.073724487443488806e-01
6.808872465434849808e-01,-9.515815869110346575e-03,8.634612624662338920e-01,-7.751780103893457854e-03
4.878495942256046436e-01,-1.195071350019177511e-02,-1.810939233280936186e-02,7.539792122669924934e-01
4.108835918103257434e-01,8.014084103549823368e+00,1.917912836018172529e+00,3.139100228499134421e-02
7.870638620044496658e-01,6.357211404309306424e+00,2.718840872531889247e-02,3.449777644657761599e-02
1.807471298551269090e+00,-7.745632898436704931e-03,-4.205089549232293722e-03,-2.620955269685305497e-02
4.638228360963239649e-01,-1.212665945010901053e-02,-1.021900915791138648e-02,-1.524554850158789734e-02
-1.194198130660312218e-01,2.308007406985253596e+01,2.619778439322684865e-02,5.021790432178397934e-01
5.303680773355511358e-01,-6.752130097872658179e-03,-6.571524815008666920e-03,3.417117445501868106e-02
1.551760112041942863e+00,-9.155240644941751299e-03,-3.965492494249248101e-02,1.008074542089467188e-02
2.113224800270558090e-01,-1.546727813154639974e-02,-3.780311109480232780e-03,-1.096656030424691085e-02
2.414790173509047955e-01,-1.012852747385100706e-02,3.001673154656521181e+00,4.068396131481291644e-01
6.707427538252117571e-01,-1.616204652194571170e-02,-8.519018437973424618e-03,-3.968017050123649747e-02
3.031548879027790577e-01,-8.359279632905978336e-03,9.097422028133882455e-01,1.274152015942650595e-01
1.647162417459145711e+00,-1.468871976735215690e-02,-2.337290487465502192e-02,-3.430673017104103606e-02
